Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
27_Apr_2009,Rome Masters,Clay,R32,3,33,(3)Djokovic d. Albert Montanes [ESP],7-6(5) 6-0,,1.32,6.30%,7.80%,50.00%,75.00%,43.80%,4-Feb,1:38
12_Apr_2009,Monte Carlo Masters,Clay,F,3,1,(1)Rafael Nadal [ESP] d. (3)Djokovic,6-3 2-6 6-1, (ch),0.83,4.60%,3.40%,62.10%,55.60%,33.30%,14-Jul,2:43
12_Apr_2009,Monte Carlo Masters,Clay,SF,3,16,(3)Djokovic d. (13)Stan Wawrinka [SUI],4-6 6-1 6-3, (ch),1.3,1.20%,4.90%,56.80%,76.10%,48.60%,6-Apr,2:27
12_Apr_2009,Monte Carlo Masters,Clay,QF,3,8,(3)Djokovic d. (7)Fernando Verdasco [ESP],6-2 4-6 6-3,,1.29,4.60%,5.70%,62.10%,77.80%,51.50%,6-Apr,2:18
12_Apr_2009,Monte Carlo Masters,Clay,R16,3,36,(3)Djokovic d. Albert Montanes [ESP],6-1 6-7(4) 6-0,,1.39,6.50%,1.30%,68.80%,75.50%,33.30%,0/2,1:45
12_Apr_2009,Monte Carlo Masters,Clay,R32,3,65,(3)Djokovic d. (Q)Oscar Hernandez [ESP],6-1 6-2,,1.79,2.30%,2.30%,60.50%,80.80%,52.90%,2-Jan,1:19
25_Mar_2009,Miami Masters,Hard,F,3,4,(4)Andy Murray [GBR] d. (3)Djokovic,6-2 7-5, (ch),0.68,2.70%,6.80%,61.60%,53.30%,42.90%,11-Jun,1:43
25_Mar_2009,Miami Masters,Hard,SF,3,2,(3)Djokovic d. (2)Roger Federer [SUI],3-6 6-2 6-3, (ch),1.37,5.50%,5.50%,69.90%,68.60%,54.50%,6-Feb,1:46
25_Mar_2009,Miami Masters,Hard,QF,3,11,(3)Djokovic d. (10)Jo Wilfried Tsonga [FRA],6-3 6-4,,1.29,0.00%,1.50%,47.80%,71.90%,65.70%,4-Apr,1:56
25_Mar_2009,Miami Masters,Hard,R16,3,22,(3)Djokovic d. (21)Tomas Berdych [CZE],6-3 6-2,,1.74,2.30%,4.70%,53.50%,82.60%,55.00%,0/1,1:13
25_Mar_2009,Miami Masters,Hard,R32,3,33,(3)Djokovic d. (31)Paul Henri Mathieu [FRA],6-4 6-1,,2.46,9.50%,4.80%,66.70%,82.10%,78.60%,3-Mar,1:16
25_Mar_2009,Miami Masters,Hard,R64,3,117,(3)Djokovic d. (Q)Frank Dancevic [CAN],6-3 6-2,,1.56,6.80%,3.40%,66.10%,76.90%,65.00%,6-Jun,1:11
12_Mar_2009,Indian Wells Masters,Hard,QF,3,7,(7)Andy Roddick [USA] d. (3)Djokovic,6-3 6-2,,0.48,3.60%,7.10%,57.10%,56.30%,45.80%,5-Jan,1:09
12_Mar_2009,Indian Wells Masters,Hard,R16,3,16,(3)Djokovic d. (16)Stan Wawrinka [SUI],7-6(7) 7-6(6),,0.98,5.20%,2.10%,64.60%,67.70%,61.80%,6-Apr,2:28
12_Mar_2009,Indian Wells Masters,Hard,R32,3,64,(3)Djokovic d. Tommy Haas [GER],6-2 7-6(1),,1.54,13.10%,1.60%,72.10%,77.30%,52.90%,4-Mar,1:47
12_Mar_2009,Indian Wells Masters,Hard,R64,3,54,(3)Djokovic d. Martin Vassallo Arguello [ARG],7-5 6-4,,1.34,3.40%,3.40%,60.30%,71.40%,65.20%,0/2,1:44
6_Mar_2009,Davis Cup WG R1: ESP vs SRB,Clay,RR,3,12,David Ferrer [ESP] d. Djokovic,6-3 6-3 7-6(4), (ch),,,,,,,,
6_Mar_2009,Davis Cup WG R1: ESP vs SRB,Clay,RR,3,1,Rafael Nadal [ESP] d. Djokovic,6-4 6-4 6-1, (ch),,,,,,,,
23_Feb_2009,Dubai,Hard,F,3,14,(1)Djokovic d. (4)David Ferrer [ESP],7-5 6-3, (ch),1.25,4.80%,0.00%,71.40%,66.70%,50.00%,4-Jan,1:37
23_Feb_2009,Dubai,Hard,SF,3,8,(1)Djokovic d. (3)Gilles Simon [FRA],3-6 7-5 7-5,,1.04,11.00%,2.80%,61.50%,65.70%,59.50%,3-Jan,2:45
23_Feb_2009,Dubai,Hard,QF,3,19,(1)Djokovic d. (5)Marin Cilic [CRO],6-3 6-4,,1.4,9.90%,4.20%,63.40%,82.20%,46.20%,6-Jun,1:38
23_Feb_2009,Dubai,Hard,R16,3,66,(1)Djokovic d. Jan Hernych [CZE],6-3 3-6 6-4,,0.97,5.40%,3.30%,55.40%,74.50%,48.80%,8-Jun,2:07
23_Feb_2009,Dubai,Hard,R32,3,125,(1)Djokovic d. (Q)Flavio Cipolla [ITA],6-3 6-2,,1.36,7.00%,1.40%,62.00%,70.50%,44.40%,6-Apr,1:19
16_Feb_2009,Marseille,Hard,SF,3,12,(4)Jo Wilfried Tsonga [FRA] d. (1)Djokovic,6-4 7-6(1),,0.81,11.90%,0.00%,73.10%,71.40%,61.10%,3-Feb,1:26
16_Feb_2009,Marseille,Hard,QF,3,76,(1)Djokovic d. Mischa Zverev [GER],6-3 6-3,,1.67,11.50%,1.90%,61.50%,75.00%,70.00%,0/0,1:09
16_Feb_2009,Marseille,Hard,R16,3,68,(1)Djokovic d. Jan Hernych [CZE],7-5 6-4,,1.2,7.10%,1.40%,67.10%,66.00%,56.50%,7-May,1:33
16_Feb_2009,Marseille,Hard,R32,3,55,(1)Djokovic d. Jeremy Chardy [FRA],7-6(4) 6-4,,1.13,16.20%,4.40%,69.10%,89.40%,42.90%,1-Jan,1:27
19_Jan_2009,Australian Open,Hard,QF,3,9,(7)Andy Roddick [USA] d. (3)Djokovic,6-7(3) 6-4 6-2 2-1 RET, (ch),0.59,7.00%,4.30%,62.60%,63.90%,46.50%,12-Jul,2:30
19_Jan_2009,Australian Open,Hard,R16,3,97,(3)Djokovic d. Marcos Baghdatis [CYP],6-1 7-6(1) 6-7(5) 6-2,,1.36,2.30%,2.30%,62.80%,74.10%,56.30%,5-Apr,3:13
19_Jan_2009,Australian Open,Hard,R32,3,127,(3)Djokovic d. (LL)Amer Delic [BIH],6-2 4-6 6-3 7-6(4),,1.2,8.40%,3.10%,64.10%,79.80%,51.10%,9-Aug,3:03
19_Jan_2009,Australian Open,Hard,R64,3,68,(3)Djokovic d. Jeremy Chardy [FRA],7-5 6-1 6-3,,1.7,9.30%,1.30%,72.00%,75.90%,66.70%,2-Jan,1:42
19_Jan_2009,Australian Open,Hard,R128,3,220,(3)Djokovic d. (Q)Andrea Stoppini [ITA],6-2 6-3 7-5,,1.45,10.80%,1.40%,68.90%,66.70%,60.90%,6-Mar,1:55
12_Jan_2009,Sydney,Hard,SF,3,40,Jarkko Nieminen [FIN] d. (1)Djokovic,6-4 7-6(3),,0.87,2.90%,1.40%,77.10%,72.20%,43.80%,5-Apr,1:40
12_Jan_2009,Sydney,Hard,QF,3,35,(1)Djokovic d. Mario Ancic [CRO],6-3 6-4,,0.88,2.40%,3.70%,59.80%,71.40%,48.50%,14/15,1:20
12_Jan_2009,Sydney,Hard,R16,3,29,(1)Djokovic d. Paul Henri Mathieu [FRA],6-1 6-2,,2.83,9.50%,2.40%,73.80%,77.40%,90.90%,1-Jan,0:55
4_Jan_2009,Brisbane,Hard,R32,3,53,Ernests Gulbis [LAT] d. (1)Djokovic,6-4 6-4,,0.78,4.60%,6.20%,47.70%,67.70%,41.20%,13-Sep,1:30
9_Nov_2008,Masters Cup,Hard,F,3,5,Djokovic d. Nikolay Davydenko [RUS],6-1 7-5, (ch),1.72,7.30%,5.50%,61.80%,73.50%,66.70%,4-Mar,1:43
9_Nov_2008,Masters Cup,Hard,SF,3,9,Djokovic d. Gilles Simon [FRA],4-6 6-3 7-5, (ch),1.16,7.50%,0.90%,63.20%,71.60%,56.40%,8-Jun,2:52
9_Nov_2008,Masters Cup,Hard,RR,3,8,Djokovic d. Juan Martin Del Potro [ARG],7-5 6-3,,1.22,11.10%,5.60%,54.20%,74.40%,51.50%,5-Mar,1:57
9_Nov_2008,Masters Cup,Hard,RR,3,5,Djokovic d. Nikolay Davydenko [RUS],7-6(3) 0-6 7-5,,0.91,6.80%,3.40%,61.40%,75.90%,50.00%,8-Apr,1:43
9_Nov_2008,Masters Cup,Hard,RR,3,7,Jo Wilfried Tsonga [FRA] d. Djokovic,1-6 7-5 6-1,,0.87,3.90%,2.60%,64.50%,69.40%,48.10%,5-Feb,1:39
26_Oct_2008,Paris Masters,Hard,R16,3,14,(13)Jo Wilfried Tsonga [FRA] d. (3)Djokovic,6-4 1-6 6-3,,0.96,6.30%,1.30%,65.80%,63.50%,70.40%,9-Jul,1:54
26_Oct_2008,Paris Masters,Hard,R32,3,26,(3)Djokovic d. Dmitry Tursunov [RUS],6-2 4-3 RET,,1.61,20.50%,2.60%,66.70%,80.80%,53.80%,0/1,0:54
12_Oct_2008,Madrid Masters,Hard,R16,3,21,(14)Ivo Karlovic [CRO] d. (3)Djokovic,7-6(4) 7-6(5),,1.2,11.30%,0.00%,66.20%,83.00%,70.80%,1-Jan,1:42
12_Oct_2008,Madrid Masters,Hard,R32,3,73,(3)Djokovic d. (Q)Victor Hanescu [ROU],6-7(8) 7-6(6) 3-1 RET,,1.21,11.10%,2.20%,64.40%,75.90%,68.80%,2-Jan,2:20
22_Sep_2008,Bangkok,Hard,F,3,20,(2)Jo Wilfried Tsonga [FRA] d. (1)Djokovic,7-6(4) 6-4, (ch),0.88,4.20%,1.40%,62.00%,70.50%,51.90%,3-Jan,1:41
22_Sep_2008,Bangkok,Hard,SF,3,27,(1)Djokovic d. (3)Tomas Berdych [CZE],7-5 6-1,,1.37,9.40%,3.10%,65.60%,73.80%,59.10%,3-Mar,1:21
22_Sep_2008,Bangkok,Hard,QF,3,34,(1)Djokovic d. (6)Robin Soderling [SWE],6-4 7-5,,1.22,13.20%,0.00%,70.60%,75.00%,55.00%,5-Apr,1:28
22_Sep_2008,Bangkok,Hard,R16,3,141,(1)Djokovic d. (Q)Simon Stadler [GER],6-1 6-3,,1.8,9.80%,2.00%,58.80%,63.30%,76.20%,2-Jan,1:06
19_Sep_2008,Davis Cup WG PO: SVK vs SRB,Hard,RR,3,399,Djokovic d. Dominik Hrbaty [SVK],6-2 6-4 6-3,,,,,,,,,
25_Aug_2008,US Open,Hard,SF,3,2,(2)Roger Federer [SUI] d. (3)Djokovic,6-3 5-7 7-5 6-2, (ch),0.78,4.80%,4.00%,64.50%,71.30%,45.50%,12-Jul,2:44
25_Aug_2008,US Open,Hard,QF,3,8,(3)Djokovic d. (8)Andy Roddick [USA],6-2 6-3 3-6 7-6(5),,1.29,13.90%,1.90%,64.80%,71.40%,71.10%,10-Jul,2:34
25_Aug_2008,US Open,Hard,R16,3,15,(3)Djokovic d. (15)Tommy Robredo [ESP],4-6 6-2 6-3 5-7 6-3,,1.19,7.90%,2.90%,65.00%,74.70%,53.10%,5-Feb,3:43
25_Aug_2008,US Open,Hard,R32,3,24,(3)Djokovic d. (30)Marin Cilic [CRO],6-7(7) 7-5 6-4 7-6(0),,1.21,5.40%,2.00%,69.80%,71.20%,57.80%,10-Jun,3:52
25_Aug_2008,US Open,Hard,R64,3,113,(3)Djokovic d. (Q)Robert Kendrick [USA],7-6(8) 6-4 6-4,,1.21,10.40%,0.00%,72.60%,72.70%,69.00%,4-Apr,2:06
25_Aug_2008,US Open,Hard,R128,3,78,(3)Djokovic d. Arnaud Clement [FRA],6-3 6-3 6-4,,1.52,17.60%,2.40%,64.70%,80.00%,63.30%,4-Apr,2:00
11_Aug_2008,Beijing Olympics,Hard,BR,3,7,(3)Djokovic d. (8)James Blake [USA],6-3 7-6(4),,,,,,,,,
11_Aug_2008,Beijing Olympics,Hard,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Djokovic,6-4 1-6 6-4, (ch),1.02,10.60%,5.90%,63.50%,72.20%,48.40%,7-Apr,2:11
11_Aug_2008,Beijing Olympics,Hard,QF,3,43,(3)Djokovic d. Gael Monfils [FRA],4-6 6-1 6-4, (ch),1.14,4.00%,1.00%,69.00%,69.60%,48.40%,7-May,2:22
11_Aug_2008,Beijing Olympics,Hard,R16,3,22,(3)Djokovic d. (13)Mikhail Youzhny [RUS],7-6(3) 6-3,,2.13,7.40%,0.00%,74.10%,87.50%,64.30%,0/0,1:37
11_Aug_2008,Beijing Olympics,Hard,R32,3,35,(3)Djokovic d. Rainer Schuettler [GER],6-4 6-2,,2.24,11.60%,4.70%,72.10%,93.50%,41.70%,0/1,1:14
11_Aug_2008,Beijing Olympics,Hard,R64,3,59,(3)Djokovic d. Robby Ginepri [USA],6-4 6-4,,1.37,11.80%,2.00%,74.50%,73.70%,53.80%,3-Jan,1:12
28_Jul_2008,Cincinnati Masters,Hard,F,3,9,(8)Andy Murray [GBR] d. (3)Djokovic,7-6(4) 7-6(5), (ch),0.84,6.30%,6.30%,57.30%,65.50%,51.20%,4-Feb,2:23
28_Jul_2008,Cincinnati Masters,Hard,SF,3,2,(3)Djokovic d. (2)Rafael Nadal [ESP],6-1 7-5, (ch),1.44,7.00%,0.00%,56.10%,71.90%,76.00%,1-Jan,1:26
28_Jul_2008,Cincinnati Masters,Hard,QF,3,53,(3)Djokovic d. Ernests Gulbis [LAT],6-3 6-4,,1.34,9.40%,1.60%,67.20%,76.70%,57.10%,3-Mar,1:34
28_Jul_2008,Cincinnati Masters,Hard,R16,3,39,(3)Djokovic d. Andreas Seppi [ITA],6-1 6-2,,2.13,19.50%,2.40%,56.10%,82.60%,61.10%,0/1,0:59
28_Jul_2008,Cincinnati Masters,Hard,R32,3,50,(3)Djokovic d. Simone Bolelli [ITA],7-6(2) 7-6(2),,1.04,9.30%,5.20%,55.70%,83.30%,48.80%,12-Oct,1:54
21_Jul_2008,Canada Masters,Hard,QF,3,9,(8)Andy Murray [GBR] d. (3)Djokovic,6-3 7-6(3), (ch),0.84,4.70%,3.10%,60.90%,66.70%,48.00%,6-Mar,1:45
21_Jul_2008,Canada Masters,Hard,R16,3,49,(3)Djokovic d. Robin Soderling [SWE],6-4 6-4,,1.36,10.00%,1.70%,61.70%,81.10%,65.20%,4-Apr,1:20
21_Jul_2008,Canada Masters,Hard,R32,3,82,(3)Djokovic d. (WC)Frank Dancevic [CAN],6-4 6-4,,1.42,5.20%,1.70%,62.10%,80.60%,59.10%,3-Feb,1:17
23_Jun_2008,Wimbledon,Grass,R64,3,75,Marat Safin [RUS] d. (3)Djokovic,6-4 7-6(3) 6-2, (ch),0.71,4.10%,10.30%,64.90%,73.00%,35.30%,12-Aug,2:02
23_Jun_2008,Wimbledon,Grass,R128,3,91,(3)Djokovic d. Michael Berrer [GER],7-5 2-6 6-3 6-0,,1.5,13.80%,5.30%,71.30%,79.10%,55.60%,5-Mar,2:07
9_Jun_2008,Queen's Club,Grass,F,3,2,(1)Rafael Nadal [ESP] d. (2)Djokovic,7-6(6) 7-5, (ch),0.92,4.40%,0.00%,76.70%,60.90%,47.60%,13-Sep,2:16
9_Jun_2008,Queen's Club,Grass,SF,3,8,(2)Djokovic d. (4)David Nalbandian [ARG],6-1 6-0,,2.45,15.60%,3.10%,62.50%,85.00%,58.30%,0/0,0:48
9_Jun_2008,Queen's Club,Grass,QF,3,30,(2)Djokovic d. (11)Lleyton Hewitt [AUS],6-2 6-2,,1.4,21.00%,3.20%,77.40%,70.80%,50.00%,3-Mar,1:12
9_Jun_2008,Queen's Club,Grass,R16,3,39,(2)Djokovic d. (13)Janko Tipsarevic [SRB],2-6 6-1 6-4,,1.19,17.20%,4.60%,69.00%,78.30%,37.00%,8-May,1:43
9_Jun_2008,Queen's Club,Grass,R32,3,112,(2)Djokovic d. Roko Karanusic [CRO],6-2 7-6(7),,1.42,4.80%,1.60%,66.10%,68.30%,76.20%,2-Jan,1:19
25_May_2008,Roland Garros,Clay,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Djokovic,6-4 6-2 7-6(3), (ch),0.78,2.00%,1.00%,54.00%,57.40%,58.70%,14-Sep,2:49
25_May_2008,Roland Garros,Clay,QF,3,80,(3)Djokovic d. Ernests Gulbis [LAT],7-5 7-6(3) 7-5,,1.18,4.80%,0.80%,65.60%,70.70%,55.80%,6-Apr,3:07
25_May_2008,Roland Garros,Clay,R16,3,19,(3)Djokovic d. (18)Paul Henri Mathieu [FRA],6-4 6-3 6-4,,1.59,18.20%,1.30%,70.10%,83.30%,47.80%,8-Jul,2:20
25_May_2008,Roland Garros,Clay,R32,3,106,(3)Djokovic d. (WC)Wayne Odesnik [USA],7-5 6-4 6-2,,1.48,11.80%,0.00%,69.40%,71.20%,57.70%,6-Mar,2:17
25_May_2008,Roland Garros,Clay,R64,3,264,(3)Djokovic d. (Q)Miguel Angel Lopez Jaen [ESP],6-1 6-1 6-3,,2.14,4.40%,2.90%,66.20%,80.00%,65.20%,0/0,1:20
25_May_2008,Roland Garros,Clay,R128,3,64,(3)Djokovic d. Denis Gremelmayr [GER],4-6 6-3 7-5 6-2,,1.15,4.50%,2.70%,67.00%,66.70%,59.50%,7-Mar,2:29
11_May_2008,Hamburg Masters,Clay,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Djokovic,7-5 2-6 6-2, (ch),0.96,0.00%,0.00%,64.50%,58.30%,45.50%,9-Apr,3:03
11_May_2008,Hamburg Masters,Clay,QF,3,78,(3)Djokovic d. Albert Montanes [ESP],6-2 6-3,,1.48,6.50%,0.00%,77.40%,68.80%,57.10%,4-Mar,1:17
11_May_2008,Hamburg Masters,Clay,R16,3,24,(3)Djokovic d. Ivo Karlovic [CRO],7-6(3) 6-3,,1.17,5.10%,2.60%,69.20%,72.20%,58.30%,4-Mar,1:38
11_May_2008,Hamburg Masters,Clay,R32,3,39,(3)Djokovic d. Juan Ignacio Chela [ARG],6-3 6-1,,1.79,8.70%,4.30%,69.60%,81.30%,42.90%,3-Feb,1:06
5_May_2008,Rome Masters,Clay,F,3,24,(3)Djokovic d. Stan Wawrinka [SUI],4-6 6-3 6-3, (ch),1.63,0.00%,1.40%,67.60%,83.30%,65.20%,3-Feb,2:04
5_May_2008,Rome Masters,Clay,SF,3,27,(3)Djokovic d. Radek Stepanek [CZE],6-0 1-0 RET, (ch),4.75,10.50%,0.00%,68.40%,84.60%,83.30%,0/0,0:34
5_May_2008,Rome Masters,Clay,QF,3,21,(3)Djokovic d. Nicolas Almagro [ESP],6-1 1-0 RET,,2.19,0.00%,3.70%,70.40%,73.70%,62.50%,1-Jan,0:34
5_May_2008,Rome Masters,Clay,R16,3,26,(3)Djokovic d. Igor Andreev [RUS],6-3 3-6 6-3,,1,0.90%,2.70%,67.60%,62.70%,58.30%,11-Sep,2:42
5_May_2008,Rome Masters,Clay,R32,3,49,(3)Djokovic d. Steve Darcis [BEL],6-4 6-0,,1.75,5.50%,3.60%,65.50%,72.20%,57.90%,5-Apr,1:13
20_Apr_2008,Monte Carlo Masters,Clay,SF,3,1,(1)Roger Federer [SUI] d. (3)Djokovic,6-3 3-2 RET, (ch),0.69,3.20%,4.80%,59.70%,59.50%,40.00%,5-Feb,1:12
20_Apr_2008,Monte Carlo Masters,Clay,QF,3,50,(3)Djokovic d. Sam Querrey [USA],6-4 6-0,,2.61,12.20%,2.40%,80.50%,87.90%,50.00%,0/0,1:00
20_Apr_2008,Monte Carlo Masters,Clay,R16,3,20,(3)Djokovic d. (14)Andy Murray [GBR],6-0 6-4, (ch),1.71,0.00%,0.00%,44.40%,70.00%,68.00%,5-Apr,1:18
20_Apr_2008,Monte Carlo Masters,Clay,R32,3,29,(3)Djokovic d. Ivan Ljubicic [CRO],6-3 6-3,,1.32,4.80%,0.00%,63.50%,65.00%,60.90%,8-Jul,1:22
27_Mar_2008,Miami Masters,Hard,R64,3,122,(Q)Kevin Anderson [RSA] d. (3)Djokovic,7-6(1) 3-6 6-4,,0.93,4.50%,1.10%,56.20%,68.00%,56.40%,5-Mar,2:22
13_Mar_2008,Indian Wells Masters,Hard,F,3,98,(3)Djokovic d. Mardy Fish [USA],6-2 5-7 6-3, (ch),1.16,11.90%,1.20%,63.10%,66.00%,61.30%,6-Mar,2:05
13_Mar_2008,Indian Wells Masters,Hard,SF,3,2,(3)Djokovic d. (2)Rafael Nadal [ESP],6-3 6-2, (ch),1.75,16.00%,0.00%,62.00%,80.60%,57.90%,3-Feb,1:28
13_Mar_2008,Indian Wells Masters,Hard,QF,3,35,(3)Djokovic d. Stan Wawrinka [SUI],7-6(5) 6-2,,1.33,10.60%,1.50%,65.20%,74.40%,43.50%,6-Mar,2:06
13_Mar_2008,Indian Wells Masters,Hard,R16,3,16,(3)Djokovic d. (16)Guillermo Canas [ARG],6-2 6-3,,1.6,5.50%,1.80%,63.60%,74.30%,65.00%,5-May,1:25
13_Mar_2008,Indian Wells Masters,Hard,R32,3,27,(3)Djokovic d. (27)Philipp Kohlschreiber [GER],6-3 6-2,,1.64,6.10%,6.10%,67.30%,75.80%,68.80%,0/0,1:09
13_Mar_2008,Indian Wells Masters,Hard,R64,3,40,(3)Djokovic d. Andreas Seppi [ITA],6-3 7-6(3),,1.48,1.60%,4.80%,62.90%,79.50%,56.50%,3-Jan,1:40
3_Mar_2008,Dubai,Hard,SF,3,6,(6)Andy Roddick [USA] d. (3)Djokovic,7-6(5) 6-3,,0.7,11.80%,0.00%,73.70%,73.20%,40.00%,5-Apr,1:30
3_Mar_2008,Dubai,Hard,QF,3,34,(3)Djokovic d. Igor Andreev [RUS],6-2 6-1, (ch),2.4,2.60%,2.60%,63.20%,79.20%,71.40%,2-Feb,0:56
3_Mar_2008,Dubai,Hard,R16,3,47,(3)Djokovic d. Fabrice Santoro [FRA],6-3 7-6(3),,1.91,14.50%,1.60%,66.10%,82.90%,76.20%,4-Mar,1:36
3_Mar_2008,Dubai,Hard,R32,3,45,(3)Djokovic d. Marin Cilic [CRO],6-4 6-3,,1.72,9.80%,3.90%,66.70%,79.40%,64.70%,0/0,1:18
11_Feb_2008,Marseille,Hard,R16,3,30,Gilles Simon [FRA] d. (1)Djokovic,6-2 6-7(6) 6-3,,0.9,6.20%,3.70%,64.20%,76.90%,48.30%,5-Feb,2:07
11_Feb_2008,Marseille,Hard,R32,3,296,(1)Djokovic d. (Q)Ivan Dodig [CRO],6-1 6-4,,1.85,14.30%,4.10%,51.00%,80.00%,70.80%,0/0,1:10
8_Feb_2008,Davis Cup WG R1: RUS vs SRB,Hard,RR,3,4,Nikolay Davydenko [RUS] d. Djokovic,4-6 3-6 6-4 0-0 RET,,,,,,,,,
14_Jan_2008,Australian Open,Hard,F,3,38,(3)Djokovic d. Jo Wilfried Tsonga [FRA],4-6 6-4 6-3 7-6(2), (ch),1.26,9.00%,1.60%,55.70%,77.90%,63.00%,5-Mar,3:05
14_Jan_2008,Australian Open,Hard,SF,3,1,(3)Djokovic d. (1)Roger Federer [SUI],7-5 6-3 7-6(5), (ch),1.17,11.50%,5.30%,68.10%,77.90%,41.70%,9-Jul,2:26
14_Jan_2008,Australian Open,Hard,QF,3,5,(3)Djokovic d. (5)David Ferrer [ESP],6-0 6-3 7-5,,1.48,7.50%,3.20%,62.40%,75.90%,51.40%,9-Aug,2:12
14_Jan_2008,Australian Open,Hard,R16,3,22,(3)Djokovic d. (19)Lleyton Hewitt [AUS],7-5 6-3 6-3,,1.27,12.50%,5.80%,59.60%,72.60%,45.20%,7-Apr,2:26
14_Jan_2008,Australian Open,Hard,R32,3,62,(3)Djokovic d. Sam Querrey [USA],6-3 6-1 6-3,,2.21,8.10%,1.60%,74.20%,76.10%,81.30%,4-Mar,1:34
14_Jan_2008,Australian Open,Hard,R64,3,70,(3)Djokovic d. Simone Bolelli [ITA],6-1 6-2 6-2,,1.85,16.40%,4.10%,61.60%,75.60%,64.30%,2-Feb,1:32
14_Jan_2008,Australian Open,Hard,R128,3,81,(3)Djokovic d. Benjamin Becker [GER],6-0 6-2 7-6(5), (ch),1.65,7.60%,5.10%,63.30%,84.00%,44.80%,2-Jan,2:00
12_Nov_2007,Masters Cup,Hard,RR,3,2,Rafael Nadal [ESP] d. Djokovic,6-4 6-4, (ch),0.66,13.00%,0.00%,63.80%,61.40%,56.00%,8-May,1:44
12_Nov_2007,Masters Cup,Hard,RR,3,8,Richard Gasquet [FRA] d. Djokovic,6-4 6-2, (ch),0.7,2.10%,4.30%,51.10%,50.00%,39.10%,10-May,1:25
12_Nov_2007,Masters Cup,Hard,RR,3,6,David Ferrer [ESP] d. Djokovic,6-4 6-4,,0.8,6.10%,1.50%,65.20%,67.40%,52.20%,6-Apr,1:42
28_Oct_2007,Paris Masters,Hard,R32,3,39,Fabrice Santoro [FRA] d. (3)Djokovic,6-3 6-2,,0.47,8.80%,5.30%,54.40%,67.70%,38.50%,7-Apr,2:55
15_Oct_2007,Madrid Masters,Hard,SF,3,25,David Nalbandian [ARG] d. (3)Djokovic,6-4 7-6(4), (ch),0.69,11.10%,6.20%,58.00%,72.30%,47.10%,5-Apr,1:45
15_Oct_2007,Madrid Masters,Hard,QF,3,49,(3)Djokovic d. Mario Ancic [CRO],7-6(2) 6-2,,1.3,11.40%,5.70%,54.30%,86.80%,56.30%,6-Jun,1:45
15_Oct_2007,Madrid Masters,Hard,R16,3,23,(3)Djokovic d. Juan Carlos Ferrero [ESP],6-3 2-6 6-4,,1.1,4.90%,2.40%,59.80%,73.50%,54.50%,4-Feb,2:13
15_Oct_2007,Madrid Masters,Hard,R32,3,32,(3)Djokovic d. Fernando Verdasco [ESP],6-7(7) 6-3 6-3,,1.08,5.40%,3.60%,54.50%,77.00%,54.90%,10-Oct,2:34
7_Oct_2007,Vienna,Hard,F,3,41,(1)Djokovic d. Stan Wawrinka [SUI],6-4 6-0, (ch),2.05,2.20%,0.00%,71.70%,78.80%,69.20%,1-Jan,1:16
7_Oct_2007,Vienna,Hard,SF,3,73,(1)Djokovic d. Andreas Seppi [ITA],6-4 6-3,,1.2,5.10%,2.60%,61.50%,77.10%,40.00%,7-Jun,1:46
7_Oct_2007,Vienna,Hard,QF,3,16,(1)Djokovic d. (7)Juan Ignacio Chela [ARG],6-3 5-7 7-6(2),,1.05,5.50%,0.80%,58.60%,72.00%,58.50%,14-Dec,2:54
7_Oct_2007,Vienna,Hard,R16,3,126,(1)Djokovic d. (LL)Tomas Zib [CZE],6-4 6-4,,1.84,14.90%,2.10%,51.10%,91.70%,60.90%,0/1,1:17
7_Oct_2007,Vienna,Hard,R32,3,70,(1)Djokovic d. Robby Ginepri [USA],6-3 6-4,,1.36,9.10%,5.50%,61.80%,64.70%,57.10%,0/3,1:17
21_Sep_2007,Davis Cup WG PO: SRB vs AUS,Clay,RR,3,91,Djokovic d. Peter Luczak [AUS],6-1 6-4 6-2,,,,,,,,,
21_Sep_2007,Davis Cup WG PO: SRB vs AUS,Clay,RR,3,94,Djokovic d. Chris Guccione [AUS],6-3 7-6(3) 7-6(5),,,,,,,,,
27_Aug_2007,US Open,Hard,F,3,1,(1)Roger Federer [SUI] d. (3)Djokovic,7-6(4) 7-6(2) 6-4, (ch),0.76,4.30%,6.00%,55.20%,70.30%,55.80%,5-Feb,2:24
27_Aug_2007,US Open,Hard,SF,3,15,(3)Djokovic d. (15)David Ferrer [ESP],6-4 6-4 6-3, (ch),1.33,9.90%,3.30%,65.90%,68.30%,61.30%,3-Jan,2:12
27_Aug_2007,US Open,Hard,QF,3,17,(3)Djokovic d. (17)Carlos Moya [ESP],6-4 7-6(7) 6-1,,1.65,10.80%,2.40%,68.70%,78.90%,61.50%,3-Feb,2:18
27_Aug_2007,US Open,Hard,R16,3,23,(3)Djokovic d. (23)Juan Monaco [ARG],7-5 7-6(2) 6-7(6) 6-1,,1.16,9.20%,3.90%,57.20%,79.30%,44.60%,8-May,3:51
