Date,Tournament,Surface,Rd,Rk,vRk,Result,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
11-Aug-08,Beijing Olympics,Hard,SF,2,3,(2)Nadal d. (3)Novak Djokovic [SRB],6-4 1-6 6-4,0.98,4.00%,1.30%,72.00%,61.10%,66.70%,1/4,02:11
11-Aug-08,Beijing Olympics,Hard,QF,2,51,(2)Nadal d. Jurgen Melzer [AUT],6-0 6-4,2.24,0.00%,0.00%,63.20%,70.80%,85.70%,0/1,01:04
11-Aug-08,Beijing Olympics,Hard,R16,2,23,(2)Nadal d. Igor Andreev [RUS],6-4 6-2,1.63,7.30%,0.00%,67.30%,75.70%,61.10%,4/4,01:35
11-Aug-08,Beijing Olympics,Hard,R32,2,38,(2)Nadal d. Lleyton Hewitt [AUS],6-1 6-2,1.61,7.10%,3.60%,67.90%,65.80%,61.10%,5/6,01:31
11-Aug-08,Beijing Olympics,Hard,R64,2,74,(2)Nadal d. Potito Starace [ITA],6-2 3-6 6-2,1.61,6.30%,1.60%,63.50%,82.50%,56.50%,2/3,02:15
28-Jul-08,Cincinnati Masters,Hard,SF,2,3,(3)Novak Djokovic [SRB] d. (2)Nadal,6-1 7-5,0.7,4.40%,2.20%,57.80%,73.10%,47.40%,1/4,01:26
28-Jul-08,Cincinnati Masters,Hard,QF,2,89,(2)Nadal d. Nicolas Lapentti [ECU],7-6(3) 6-1,1.48,4.80%,0.00%,66.70%,83.30%,61.90%,3/3,01:48
28-Jul-08,Cincinnati Masters,Hard,R16,2,42,(2)Nadal d. Tommy Haas [GER],6-4 7-6(0),1.12,10.40%,3.90%,63.60%,71.40%,57.10%,2/3,02:02
28-Jul-08,Cincinnati Masters,Hard,R32,2,84,(2)Nadal d. Florent Serra [FRA],6-0 6-1,2.74,8.10%,5.40%,67.60%,84.00%,58.30%,0/0,00:46
21-Jul-08,Canada Masters,Hard,F,2,37,(2)Nadal d. Nicolas Kiefer [GER],6-3 6-2,1.68,3.80%,1.90%,65.40%,76.50%,66.70%,3/3,01:30
21-Jul-08,Canada Masters,Hard,SF,2,9,(2)Nadal d. (8)Andy Murray [GBR],7-6(2) 6-3,1.06,1.20%,1.20%,70.20%,62.70%,68.00%,2/3,02:02
21-Jul-08,Canada Masters,Hard,QF,2,12,(2)Nadal d. (10)Richard Gasquet [FRA],6-7(12) 6-2 6-1,1.44,0.00%,1.10%,77.20%,67.60%,66.70%,3/5,02:20
21-Jul-08,Canada Masters,Hard,R16,2,26,(2)Nadal d. Igor Andreev [RUS],6-2 7-6(1),2.19,7.40%,3.70%,77.80%,85.70%,66.70%,0/0,01:51
21-Jul-08,Canada Masters,Hard,R32,2,123,(2)Nadal d. (Q)Jesse Levine [CAN],6-4 6-2,1.16,3.00%,4.50%,76.10%,66.70%,50.00%,6/7,01:37
23-Jun-08,Wimbledon,Grass,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],6-4 6-4 6-7(5) 6-7(8) 9-7,0.98,2.80%,1.40%,73.40%,69.40%,58.60%,1/12,04:48
23-Jun-08,Wimbledon,Grass,SF,2,94,(2)Nadal d. Rainer Schuettler [GER],6-1 7-6(3) 6-4,1.95,8.00%,1.30%,80.00%,81.70%,66.70%,1/2,02:02
23-Jun-08,Wimbledon,Grass,QF,2,11,(2)Nadal d. (11)Andy Murray [GBR],6-3 6-2 6-4,3.05,6.10%,1.50%,62.10%,87.80%,80.00%,0/0,01:55
23-Jun-08,Wimbledon,Grass,R16,2,17,(2)Nadal d. (16)Mikhail Youzhny [RUS],6-3 6-3 6-1,1.86,4.30%,1.40%,70.00%,77.60%,61.90%,3/4,02:11
23-Jun-08,Wimbledon,Grass,R32,2,32,(2)Nadal d. (30)Nicolas Kiefer [GER],7-6(3) 6-2 6-3,1.55,5.70%,1.10%,78.20%,75.00%,68.40%,1/2,02:22
23-Jun-08,Wimbledon,Grass,R64,2,48,(2)Nadal d. Ernests Gulbis [LAT],5-7 6-2 7-6(2) 6-3,1.3,3.30%,0.80%,66.40%,80.20%,61.00%,1/2,02:58
23-Jun-08,Wimbledon,Grass,R128,2,122,(2)Nadal d. (Q)Andreas Beck [GER],6-4 6-4 7-6(0),1.79,19.50%,4.60%,74.70%,87.70%,50.00%,0/0,02:21
09-Jun-08,Queen's Club,Grass,F,2,3,(1)Nadal d. (2)Novak Djokovic [SRB],7-6(6) 7-5,1.08,3.70%,0.00%,61.00%,68.00%,50.00%,5/8,02:16
09-Jun-08,Queen's Club,Grass,SF,2,6,(1)Nadal d. (3)Andy Roddick [USA],7-5 6-4,1.47,11.50%,0.00%,73.80%,77.80%,75.00%,4/4,01:27
09-Jun-08,Queen's Club,Grass,QF,2,22,(1)Nadal d. (8)Ivo Karlovic [CRO],6-7(5) 7-6(5) 7-6(4),0.91,5.30%,2.70%,70.80%,81.30%,75.80%,0/0,02:24
09-Jun-08,Queen's Club,Grass,R16,2,113,(1)Nadal d. Kei Nishikori [JPN],6-4 3-6 6-3,1.06,9.70%,2.20%,66.70%,74.20%,54.80%,5/6,02:04
09-Jun-08,Queen's Club,Grass,R32,2,102,(1)Nadal d. (WC)Jonas Bjorkman [SWE],6-2 6-2,2.26,4.70%,2.30%,60.50%,96.20%,52.90%,1/1,01:05
25-May-08,Roland Garros,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],6-1 6-3 6-0,1.91,0.00%,0.00%,74.60%,70.00%,64.70%,3/4,01:48
25-May-08,Roland Garros,Clay,SF,2,3,(2)Nadal d. (3)Novak Djokovic [SRB],6-4 6-2 7-6(3),1.29,0.00%,0.00%,72.40%,66.20%,70.40%,4/6,02:49
25-May-08,Roland Garros,Clay,QF,2,20,(2)Nadal d. (19)Nicolas Almagro [ESP],6-1 6-1 6-1,2.11,1.50%,1.50%,67.70%,81.80%,52.40%,5/5,01:44
25-May-08,Roland Garros,Clay,R16,2,23,(2)Nadal d. (22)Fernando Verdasco [ESP],6-1 6-0 6-2,1.77,1.40%,1.40%,63.80%,68.20%,60.00%,3/5,01:54
25-May-08,Roland Garros,Clay,R32,2,26,(2)Nadal d. (26)Jarkko Nieminen [FIN],6-1 6-3 6-1,1.68,3.80%,1.30%,70.50%,72.70%,47.80%,7/8,01:58
25-May-08,Roland Garros,Clay,R64,2,148,(2)Nadal d. (Q)Nicolas Devilder [FRA],6-4 6-0 6-1,1.74,1.40%,1.40%,68.90%,68.60%,65.20%,7/8,01:54
25-May-08,Roland Garros,Clay,R128,2,76,(2)Nadal d. (Q)Thomaz Bellucci [BRA],7-5 6-3 6-1,1.45,2.20%,1.10%,74.40%,68.70%,60.90%,2/4,02:34
11-May-08,Hamburg Masters,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],7-5 6-7(3) 6-3,1.1,3.00%,3.00%,76.20%,66.20%,33.30%,3/7,02:52
11-May-08,Hamburg Masters,Clay,SF,2,3,(2)Nadal d. (3)Novak Djokovic [SRB],7-5 2-6 6-2,1.04,2.70%,1.80%,74.50%,57.30%,50.00%,15/19,03:03
11-May-08,Hamburg Masters,Clay,QF,2,12,(2)Nadal d. (11)Carlos Moya [ESP],6-1 6-3,1.69,0.00%,0.00%,80.40%,65.90%,80.00%,2/3,01:15
11-May-08,Hamburg Masters,Clay,R16,2,14,(2)Nadal d. (15)Andy Murray [GBR],6-3 6-2,1.79,2.30%,0.00%,79.10%,73.50%,66.70%,2/3,01:18
11-May-08,Hamburg Masters,Clay,R32,2,47,(2)Nadal d. Potito Starace [ITA],6-4 7-6(6),1.26,3.10%,3.10%,81.50%,69.80%,41.70%,0/2,02:08
05-May-08,Rome Masters,Clay,R32,2,23,Juan Carlos Ferrero [ESP] d. (2)Nadal,7-5 6-1,0.77,1.80%,1.80%,60.00%,63.60%,54.50%,3/6,01:54
28-Apr-08,Barcelona,Clay,F,2,5,(1)Nadal d. (2)David Ferrer [ESP],6-1 4-6 6-1,1.41,4.10%,4.10%,68.90%,62.70%,69.60%,5/7,02:14
28-Apr-08,Barcelona,Clay,SF,2,85,(1)Nadal d. Denis Gremelmayr [GER],6-1 6-0,4.54,9.10%,0.00%,69.70%,87.00%,80.00%,0/0,00:51
28-Apr-08,Barcelona,Clay,QF,2,37,(1)Nadal d. Juan Ignacio Chela [ARG],6-4 6-2,1.3,0.00%,0.00%,66.70%,79.40%,35.30%,0/1,01:42
28-Apr-08,Barcelona,Clay,R16,2,35,(1)Nadal d. (16)Feliciano Lopez [ESP],6-4 6-3,1.84,6.00%,2.00%,66.00%,78.80%,70.60%,0/0,01:46
28-Apr-08,Barcelona,Clay,R32,2,45,(1)Nadal d. Potito Starace [ITA],6-4 6-2,2.06,4.20%,2.10%,72.90%,74.30%,84.60%,2/3,01:18
20-Apr-08,Monte Carlo Masters,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],7-5 7-5,1.26,1.60%,3.20%,81.00%,62.70%,41.70%,1/5,01:43
20-Apr-08,Monte Carlo Masters,Clay,SF,2,4,(2)Nadal d. (4)Nikolay Davydenko [RUS],6-3 6-2,1.49,0.00%,1.90%,68.50%,59.50%,70.60%,4/5,01:41
20-Apr-08,Monte Carlo Masters,Clay,QF,2,5,(2)Nadal d. (5)David Ferrer [ESP],6-1 7-5,1.46,0.00%,1.90%,73.10%,68.40%,50.00%,2/4,01:40
20-Apr-08,Monte Carlo Masters,Clay,R16,2,24,(2)Nadal d. (13)Juan Carlos Ferrero [ESP],6-4 6-1,1.36,5.90%,0.00%,66.70%,67.60%,52.90%,0/2,01:46
20-Apr-08,Monte Carlo Masters,Clay,R32,2,55,(2)Nadal d. (WC)Mario Ancic [CRO],6-0 6-3,2.13,2.50%,0.00%,87.50%,71.40%,80.00%,0/1,01:16
11-Apr-08,Davis Cup WG QF: GER vs ESP,Hard,RR,2,47,Nadal d. Nicolas Kiefer [GER],7-6(5) 6-0 6-3,,,,,,,,
27-Mar-08,Miami Masters,Hard,F,2,4,(4)Nikolay Davydenko [RUS] d. (2)Nadal,6-4 6-2,0.6,0.00%,2.00%,70.00%,60.00%,40.00%,2/6,01:31
27-Mar-08,Miami Masters,Hard,SF,2,10,(2)Nadal d. (10)Tomas Berdych [CZE],7-6(6) 6-2,1.66,9.50%,3.20%,68.30%,76.70%,70.00%,3/4,01:42
27-Mar-08,Miami Masters,Hard,QF,2,9,(2)Nadal d. (9)James Blake [USA],3-6 6-3 6-1,1.49,4.50%,0.00%,71.20%,66.00%,84.20%,2/3,02:01
27-Mar-08,Miami Masters,Hard,R16,2,16,(2)Nadal d. (16)Paul Henri Mathieu [FRA],6-4 6-4,1.42,5.50%,1.80%,76.40%,85.70%,30.80%,0/1,01:30
27-Mar-08,Miami Masters,Hard,R32,2,51,(2)Nadal d. Nicolas Kiefer [GER],6-2 6-4,1.86,11.50%,0.00%,65.40%,79.40%,66.70%,0/0,01:50
27-Mar-08,Miami Masters,Hard,R64,2,108,(2)Nadal d. (Q)Benjamin Becker [GER],7-5 6-2,1.78,15.40%,1.90%,63.50%,72.70%,78.90%,2/3,01:21
13-Mar-08,Indian Wells Masters,Hard,SF,2,3,(3)Novak Djokovic [SRB] d. (2)Nadal,6-3 6-2,0.57,3.90%,3.90%,60.80%,58.10%,40.00%,3/7,01:28
13-Mar-08,Indian Wells Masters,Hard,QF,2,9,(2)Nadal d. (9)James Blake [USA],7-5 3-6 6-3,0.95,6.50%,1.10%,75.30%,62.90%,69.60%,6/8,02:06
13-Mar-08,Indian Wells Masters,Hard,R16,2,17,(2)Nadal d. (17)Jo Wilfried Tsonga [FRA],6-7(4) 7-6(3) 7-5,1.22,2.80%,0.90%,69.80%,73.00%,62.50%,4/7,03:03
13-Mar-08,Indian Wells Masters,Hard,R32,2,86,(2)Nadal d. (WC)Donald Young [USA],6-1 6-3,1.49,0.00%,2.00%,68.00%,76.50%,50.00%,1/1,01:22
13-Mar-08,Indian Wells Masters,Hard,R64,2,141,(2)Nadal d. (Q)Santiago Giraldo [COL],6-3 6-3,1.73,0.00%,2.20%,71.70%,72.70%,69.20%,1/2,01:06
03-Mar-08,Dubai,Hard,QF,2,6,(6)Andy Roddick [USA] d. (2)Nadal,7-6(5) 6-2,0.75,2.60%,2.60%,75.30%,67.20%,47.40%,7/9,01:48
03-Mar-08,Dubai,Hard,R16,2,171,(2)Nadal d. (Q)Mikhail Ledovskikh [RUS],6-4 6-0,2.6,12.20%,2.40%,70.70%,82.80%,75.00%,0/0,01:11
03-Mar-08,Dubai,Hard,R32,2,27,(2)Nadal d. Philipp Kohlschreiber [GER],3-6 6-1 6-4,1.18,5.60%,2.20%,74.20%,63.60%,52.20%,7/10,02:23
18-Feb-08,Rotterdam,Hard,R16,2,42,Andreas Seppi [ITA] d. (1)Nadal,3-6 6-3 6-4,0.89,1.30%,2.60%,67.90%,66.00%,52.00%,4/8,02:15
18-Feb-08,Rotterdam,Hard,R32,2,33,(1)Nadal d. Dmitry Tursunov [RUS],6-4 6-4,1.54,3.80%,1.90%,67.30%,82.90%,64.70%,0/0,01:24
14-Jan-08,Australian Open,Hard,SF,2,38,Jo Wilfried Tsonga [FRA] d. (2)Nadal,6-2 6-3 6-2,0.55,2.90%,1.40%,68.60%,56.30%,50.00%,2/7,01:56
14-Jan-08,Australian Open,Hard,QF,2,26,(2)Nadal d. (24)Jarkko Nieminen [FIN],7-5 6-3 6-1,1.34,5.40%,5.40%,59.80%,78.20%,48.60%,7/8,02:18
14-Jan-08,Australian Open,Hard,R16,2,25,(2)Nadal d. (23)Paul Henri Mathieu [FRA],6-4 3-0 RET,2.98,10.30%,3.40%,93.10%,88.90%,0.00%,0/0,00:51
14-Jan-08,Australian Open,Hard,R32,2,33,(2)Nadal d. (28)Gilles Simon [FRA],7-5 6-2 6-3,1.49,8.10%,1.20%,59.30%,74.50%,62.90%,5/6,02:25
14-Jan-08,Australian Open,Hard,R64,2,88,(2)Nadal d. Florent Serra [FRA],6-0 6-2 6-2,1.84,13.40%,1.50%,71.60%,77.10%,42.10%,1/3,01:32
14-Jan-08,Australian Open,Hard,R128,2,126,(2)Nadal d. (Q)Viktor Troicki [SRB],7-6(3) 7-5 6-1,1.4,4.20%,4.20%,61.10%,67.20%,75.70%,3/5,02:34
31-Dec-07,Chennai,Hard,F,2,19,(4)Mikhail Youzhny [RUS] d. (1)Nadal,6-0 6-1,0.24,3.10%,3.10%,65.60%,47.60%,18.20%,1/6,00:57
31-Dec-07,Chennai,Hard,SF,2,17,(1)Nadal d. (3)Carlos Moya [ESP],6-7(3) 7-6(8) 7-6(1),1.21,3.30%,0.80%,66.90%,71.60%,67.50%,2/4,03:55
31-Dec-07,Chennai,Hard,QF,2,90,(1)Nadal d. Guillermo Garcia Lopez [ESP],6-3 6-2,2.4,2.20%,0.00%,66.70%,80.00%,80.00%,0/0,01:20
31-Dec-07,Chennai,Hard,R16,2,253,(1)Nadal d. (Q)Rajeev Ram [USA],6-2 6-1,2.3,8.90%,0.00%,71.10%,75.00%,84.60%,2/2,01:06
31-Dec-07,Chennai,Hard,R32,2,123,(1)Nadal d. Mathieu Montcourt [FRA],6-2 6-4,1.43,3.40%,0.00%,59.30%,60.00%,58.30%,1/4,01:36
12-Nov-07,Masters Cup,Hard,SF,2,1,Roger Federer [SUI] d. Nadal,6-4 6-1,0.56,2.60%,2.60%,71.80%,60.70%,54.50%,1/4,00:59
12-Nov-07,Masters Cup,Hard,RR,2,8,Nadal d. Richard Gasquet [FRA],3-6 6-3 6-4,1.17,6.70%,1.30%,69.30%,75.00%,52.20%,2/4,02:06
12-Nov-07,Masters Cup,Hard,RR,2,6,David Ferrer [ESP] d. Nadal,4-6 6-4 6-3,0.85,0.00%,2.00%,69.40%,58.80%,36.70%,5/11,02:41
12-Nov-07,Masters Cup,Hard,RR,2,3,Nadal d. Novak Djokovic [SRB],6-4 6-4,1.51,5.40%,0.00%,69.60%,79.50%,58.80%,3/4,01:44
28-Oct-07,Paris Masters,Hard,F,2,21,David Nalbandian [ARG] d. (2)Nadal,6-4 6-0,0.35,2.10%,2.10%,66.00%,67.70%,18.80%,2/6,01:10
28-Oct-07,Paris Masters,Hard,SF,2,22,(2)Nadal d. Marcos Baghdatis [CYP],4-6 6-4 6-3,1.2,2.30%,2.30%,65.90%,70.70%,53.30%,1/4,02:26
28-Oct-07,Paris Masters,Hard,QF,2,18,(2)Nadal d. Mikhail Youzhny [RUS],6-4 6-2,1.47,1.90%,1.90%,61.50%,78.10%,50.00%,1/2,01:34
28-Oct-07,Paris Masters,Hard,R16,2,36,(2)Nadal d. Stan Wawrinka [SUI],6-4 6-3,1.29,3.00%,1.50%,75.80%,70.00%,50.00%,7/8,01:41
28-Oct-07,Paris Masters,Hard,R32,2,41,(2)Nadal d. Filippo Volandri [ITA],6-3 6-1,1.76,2.30%,0.00%,75.00%,78.80%,45.50%,0/1,01:08
15-Oct-07,Madrid Masters,Hard,QF,2,25,David Nalbandian [ARG] d. (2)Nadal,6-1 6-2,0.43,0.00%,1.90%,66.00%,54.30%,27.80%,3/8,01:11
15-Oct-07,Madrid Masters,Hard,R16,2,17,(2)Nadal d. Andy Murray [GBR],7-6(5) 6-4,1.02,2.30%,1.10%,69.00%,60.00%,48.10%,9/12,02:17
15-Oct-07,Madrid Masters,Hard,R32,2,22,(2)Nadal d. Marcos Baghdatis [CYP],6-4 6-4,1.4,1.80%,0.00%,52.70%,82.80%,57.70%,4/5,01:38
27-Aug-07,US Open,Hard,R16,2,15,(15)David Ferrer [ESP] d. (2)Nadal,6-7(3) 6-4 7-6(4) 6-2,0.79,1.40%,5.00%,69.80%,64.90%,42.90%,1/7,03:26
27-Aug-07,US Open,Hard,R32,2,74,(2)Nadal d. Jo Wilfried Tsonga [FRA],7-6(3) 6-2 6-1,1.72,2.40%,3.60%,73.80%,80.60%,68.20%,2/2,02:03
27-Aug-07,US Open,Hard,R64,2,56,(2)Nadal d. Janko Tipsarevic [SRB],6-2 6-3 3-2 RET,1.71,8.60%,1.70%,69.00%,67.50%,83.30%,1/2,01:37
27-Aug-07,US Open,Hard,R128,2,123,(2)Nadal d. (WC)Alun Jones [AUS],7-5 3-6 6-4 6-1,1.19,3.50%,2.60%,63.50%,64.40%,59.50%,5/9,02:42
13-Aug-07,Cincinnati Masters,Hard,R32,2,25,Juan Monaco [ARG] d. (2)Nadal,7-6(5) 4-1 RET,0.63,1.60%,3.20%,54.80%,70.60%,39.30%,4/7,01:37
05-Aug-07,Canada Masters,Hard,SF,2,4,(3)Novak Djokovic [SRB] d. (2)Nadal,7-5 6-3,0.68,3.30%,3.30%,68.90%,61.90%,57.90%,2/4,01:51
05-Aug-07,Canada Masters,Hard,QF,2,91,(2)Nadal d. (WC)Frank Dancevic [CAN],4-6 6-2 6-3,1.33,10.60%,0.00%,69.40%,69.50%,69.20%,9/10,02:07
05-Aug-07,Canada Masters,Hard,R16,2,23,(2)Nadal d. Paul Henri Mathieu [FRA],3-6 6-3 6-2,1.06,3.30%,2.20%,63.00%,72.40%,44.10%,9/11,02:43
05-Aug-07,Canada Masters,Hard,R32,2,22,(2)Nadal d. Marat Safin [RUS],7-6(4) 6-0,1.44,1.60%,6.30%,63.50%,75.00%,56.50%,2/3,01:41
16-Jul-07,Stuttgart,Clay,F,2,50,(1)Nadal d. Stan Wawrinka [SUI],6-4 7-5,1.13,1.30%,3.80%,70.90%,64.30%,43.50%,6/9,02:09
16-Jul-07,Stuttgart,Clay,SF,2,84,(1)Nadal d. Feliciano Lopez [ESP],6-1 7-5,2.04,9.60%,1.90%,67.30%,82.90%,70.60%,0/0,01:26
16-Jul-07,Stuttgart,Clay,QF,2,29,(1)Nadal d. (8)Juan Monaco [ARG],6-1 6-3,2.65,7.70%,0.00%,71.80%,82.10%,81.80%,0/0,01:17
16-Jul-07,Stuttgart,Clay,R16,2,37,(1)Nadal d. Philipp Kohlschreiber [GER],6-3 6-3,1.63,2.10%,2.10%,61.70%,75.90%,61.10%,0/1,01:41
16-Jul-07,Stuttgart,Clay,R32,2,135,(1)Nadal d. (WC)Alexander Waske [GER],6-1 6-1,2.19,9.30%,4.70%,67.40%,75.90%,64.30%,2/2,01:13
25-Jun-07,Wimbledon,Grass,F,2,1,(1)Roger Federer [SUI] d. (2)Nadal,7-6(7) 4-6 7-6(3) 2-6 6-2,0.9,0.60%,1.20%,70.70%,68.60%,57.10%,5/8,03:45
25-Jun-07,Wimbledon,Grass,SF,2,5,(2)Nadal d. (4)Novak Djokovic [SRB],3-6 6-1 4-1 RET,1.39,7.30%,0.00%,58.20%,78.10%,56.50%,1/2,01:41
25-Jun-07,Wimbledon,Grass,QF,2,11,(2)Nadal d. (7)Tomas Berdych [CZE],7-6(1) 6-4 6-2,1.49,6.50%,2.20%,77.40%,70.80%,76.20%,4/5,02:07
25-Jun-07,Wimbledon,Grass,R16,2,13,(2)Nadal d. (14)Mikhail Youzhny [RUS],4-6 3-6 6-1 6-2 6-2,1.45,9.60%,2.60%,73.00%,76.20%,61.30%,2/4,03:05
25-Jun-07,Wimbledon,Grass,R32,2,28,(2)Nadal d. (28)Robin Soderling [SWE],6-4 6-4 6-7(7) 4-6 7-5,0.95,2.70%,1.60%,66.30%,69.70%,46.80%,1/10,04:01
25-Jun-07,Wimbledon,Grass,R64,2,72,(2)Nadal d. Werner Eschauer [AUT],6-2 6-4 6-1,2.12,6.50%,3.20%,59.70%,78.40%,68.00%,2/3,01:36
25-Jun-07,Wimbledon,Grass,R128,2,38,(2)Nadal d. Mardy Fish [USA],6-3 7-6(4) 6-3,1.75,4.40%,4.40%,67.00%,88.50%,60.00%,2/2,02:18
11-Jun-07,Queen's Club,Grass,QF,2,106,Nicolas Mahut [FRA] d. (1)Nadal,7-5 7-6(0),0.87,2.50%,5.00%,61.30%,73.50%,45.20%,3/5,01:55
11-Jun-07,Queen's Club,Grass,R16,2,58,(1)Nadal d. Max Mirnyi [BLR],7-6(3) 6-3,1.76,6.90%,0.00%,65.50%,86.80%,80.00%,0/0,01:14
11-Jun-07,Queen's Club,Grass,R32,2,59,(1)Nadal d. Juan Martin Del Potro [ARG],6-4 6-4,2.56,8.70%,0.00%,73.90%,88.20%,83.30%,0/0,01:07
28-May-07,Roland Garros,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],6-3 4-6 6-3 6-4,1.14,1.50%,0.70%,77.40%,69.80%,54.80%,16/17,03:10
28-May-07,Roland Garros,Clay,SF,2,6,(2)Nadal d. (6)Novak Djokovic [SRB],7-5 6-4 6-2,1.6,3.50%,1.20%,70.90%,73.80%,60.00%,4/6,02:28
28-May-07,Roland Garros,Clay,QF,2,26,(2)Nadal d. (23)Carlos Moya [ESP],6-4 6-3 6-0,1.65,0.00%,0.00%,75.00%,70.40%,66.70%,3/4,02:02
28-May-07,Roland Garros,Clay,R16,2,16,(2)Nadal d. (14)Lleyton Hewitt [AUS],6-3 6-1 7-6(5),1.48,4.60%,1.10%,71.30%,77.40%,44.00%,4/6,02:21
28-May-07,Roland Garros,Clay,R32,2,50,(2)Nadal d. Albert Montanes [ESP],6-1 6-3 6-2,1.69,3.80%,1.30%,68.80%,72.70%,64.00%,9/9,02:21
28-May-07,Roland Garros,Clay,R64,2,227,(2)Nadal d. (Q)Flavio Cipolla [ITA],6-2 6-1 6-4,1.6,5.50%,5.50%,75.30%,78.20%,33.30%,2/4,01:53
28-May-07,Roland Garros,Clay,R128,2,59,(2)Nadal d. Juan Martin Del Potro [ARG],7-5 6-3 6-2,1.48,1.30%,2.60%,62.80%,75.50%,51.70%,6/9,02:19
14-May-07,Hamburg Masters,Clay,F,2,1,(1)Roger Federer [SUI] d. (2)Nadal,2-6 6-2 6-0,0.75,1.30%,1.30%,78.50%,51.60%,47.10%,6/11,01:55
14-May-07,Hamburg Masters,Clay,SF,2,21,(2)Nadal d. (16)Lleyton Hewitt [AUS],2-6 6-3 7-5,1.04,2.10%,1.00%,76.30%,67.60%,43.50%,8/12,02:35
14-May-07,Hamburg Masters,Clay,QF,2,5,(2)Nadal d. (5)Fernando Gonzalez [CHI],6-4 6-4,1.59,0.00%,0.00%,74.10%,77.50%,57.10%,3/4,01:40
14-May-07,Hamburg Masters,Clay,R16,2,164,(2)Nadal d. Igor Andreev [RUS],6-4 6-1,1.79,4.00%,0.00%,74.00%,70.30%,76.90%,2/2,01:28
14-May-07,Hamburg Masters,Clay,R32,2,69,(2)Nadal d. (Q)Oscar Hernandez [ESP],7-5 6-1,1.36,0.00%,4.70%,81.30%,69.20%,25.00%,4/6,01:49
07-May-07,Rome Masters,Clay,F,2,6,(2)Nadal d. (6)Fernando Gonzalez [CHI],6-2 6-2,1.81,4.50%,2.30%,79.50%,77.10%,44.40%,1/2,01:24
07-May-07,Rome Masters,Clay,SF,2,4,(2)Nadal d. (4)Nikolay Davydenko [RUS],7-6(3) 6-7(8) 6-4,1.12,3.50%,2.60%,67.80%,62.80%,40.50%,5/12,03:39
07-May-07,Rome Masters,Clay,QF,2,5,(2)Nadal d. (5)Novak Djokovic [SRB],6-2 6-3,1.8,4.30%,4.30%,73.90%,82.40%,41.70%,1/1,01:41
07-May-07,Rome Masters,Clay,R16,2,16,(2)Nadal d. (15)Mikhail Youzhny [RUS],6-2 6-2,2.28,2.40%,0.00%,68.30%,75.00%,84.60%,0/0,01:26
07-May-07,Rome Masters,Clay,R32,2,125,(2)Nadal d. (WC)Daniele Bracciali [ITA],6-4 6-2,1.56,8.00%,2.00%,62.00%,74.20%,57.90%,2/3,01:32
23-Apr-07,Barcelona,Clay,F,2,28,(1)Nadal d. (12)Guillermo Canas [ARG],6-3 6-4,1.61,3.80%,0.00%,75.50%,82.50%,61.50%,2/2,01:41
23-Apr-07,Barcelona,Clay,SF,2,16,(1)Nadal d. (5)David Ferrer [ESP],7-5 6-1,1.35,0.00%,1.90%,77.40%,63.40%,58.30%,1/3,01:35
23-Apr-07,Barcelona,Clay,QF,2,72,(1)Nadal d. Potito Starace [ITA],6-2 7-5,1.34,3.10%,0.00%,73.40%,63.80%,70.60%,3/4,01:42
23-Apr-07,Barcelona,Clay,R16,2,73,(1)Nadal d. Thomas Johansson [SWE],6-1 6-4,3.59,2.70%,2.70%,73.00%,96.30%,60.00%,0/0,01:10
23-Apr-07,Barcelona,Clay,R32,2,53,(1)Nadal d. Kristof Vliegen [BEL],6-1 6-2,4.26,0.00%,0.00%,59.40%,89.50%,84.60%,0/0,01:11
15-Apr-07,Monte Carlo Masters,Clay,F,2,1,(2)Nadal d. (1)Roger Federer [SUI],6-4 6-4,1.35,1.50%,1.50%,78.80%,73.10%,57.10%,3/3,01:35
15-Apr-07,Monte Carlo Masters,Clay,SF,2,14,(2)Nadal d. (10)Tomas Berdych [CZE],6-0 7-5,1.92,4.00%,2.00%,48.00%,70.80%,76.90%,0/0,01:23
15-Apr-07,Monte Carlo Masters,Clay,QF,2,59,(2)Nadal d. (Q)Philipp Kohlschreiber [GER],6-2 6-3,1.91,8.00%,0.00%,60.00%,76.70%,75.00%,2/2,01:17
15-Apr-07,Monte Carlo Masters,Clay,R16,2,52,(2)Nadal d. Kristof Vliegen [BEL],6-1 6-1,2.13,0.00%,0.00%,68.20%,60.00%,64.30%,2/4,01:02
15-Apr-07,Monte Carlo Masters,Clay,R32,2,22,(2)Nadal d. Juan Ignacio Chela [ARG],6-3 6-1,1.47,0.00%,1.90%,57.40%,74.20%,52.20%,1/2,01:27
19-Mar-07,Miami Masters,Hard,QF,2,10,(10)Novak Djokovic [SRB] d. (2)Nadal,6-3 6-4,0.83,1.90%,1.90%,74.10%,70.00%,35.70%,4/7,01:37
19-Mar-07,Miami Masters,Hard,R16,2,63,(2)Nadal d. Juan Martin Del Potro [ARG],6-0 6-4,1.56,5.70%,0.00%,67.90%,72.20%,58.80%,2/2,01:29
