Date,Tournament,Surface,Rd,Rk,vRk,Result,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
18-Apr-05,Barcelona,Clay,QF,11,99,(8)Nadal d. Agustin Calleri [ARG],6-2 3-0 RET,2.33,3.20%,0.00%,71.00%,77.30%,66.70%,0/0,00:53
18-Apr-05,Barcelona,Clay,R16,11,25,(8)Nadal d. (10)Dominik Hrbaty [SVK],6-1 6-2,1.7,3.80%,0.00%,75.50%,70.00%,53.80%,5/6,01:19
18-Apr-05,Barcelona,Clay,R32,11,64,(8)Nadal d. Gilles Muller [LUX],6-0 6-2,2.2,4.40%,4.40%,64.40%,82.80%,56.30%,4/4,00:54
11-Apr-05,Monte Carlo Masters,Clay,F,17,9,(11)Nadal d. (6)Guillermo Coria [ARG],6-3 6-1 0-6 7-5,1.13,2.50%,0.00%,74.20%,58.40%,54.80%,1/11,03:09
11-Apr-05,Monte Carlo Masters,Clay,SF,17,101,(11)Nadal d. (Q)Richard Gasquet [FRA],6-7(6) 6-4 6-3,1.07,1.80%,2.70%,70.50%,55.70%,48.50%,1/9,02:45
11-Apr-05,Monte Carlo Masters,Clay,QF,17,6,(11)Nadal d. (4)Gaston Gaudio [ARG],6-3 6-0,2.74,5.00%,2.50%,85.00%,82.40%,66.70%,0/0,01:02
11-Apr-05,Monte Carlo Masters,Clay,R16,17,42,(11)Nadal d. Olivier Rochus [BEL],6-1 6-2,2.25,0.00%,2.60%,73.70%,78.60%,60.00%,2/3,01:04
11-Apr-05,Monte Carlo Masters,Clay,R32,17,38,(11)Nadal d. Xavier Malisse [BEL],6-0 6-3,2.52,0.00%,0.00%,65.10%,78.60%,80.00%,1/1,01:02
11-Apr-05,Monte Carlo Masters,Clay,R64,17,106,(11)Nadal d. (WC)Gael Monfils [FRA],6-3 6-2,1.39,0.00%,0.00%,69.10%,63.20%,52.90%,4/6,01:24
04-Apr-05,Valencia,Clay,QF,17,47,(7)Igor Andreev [RUS] d. (3)Nadal,7-5 6-2,0.83,1.40%,4.30%,68.60%,54.20%,36.40%,1/7,01:40
04-Apr-05,Valencia,Clay,R16,17,80,(3)Nadal d. Guillermo Garcia Lopez [ESP],6-1 6-4,1.4,6.70%,0.00%,72.00%,68.50%,47.60%,6/7,01:24
04-Apr-05,Valencia,Clay,R32,17,68,(3)Nadal d. Juan Carlos Ferrero [ESP],6-2 6-1,2.79,8.30%,0.00%,63.90%,91.30%,61.50%,0/0,00:58
21-Mar-05,Miami Masters,Hard,F,31,1,(1)Roger Federer [SUI] d. (29)Nadal,2-6 6-7(4) 7-6(5) 6-3 6-1,0.93,2.60%,2.60%,64.10%,64.00%,57.10%,1/6,03:43
21-Mar-05,Miami Masters,Hard,SF,31,44,(29)Nadal d. David Ferrer [ESP],6-4 6-3,1.48,0.00%,0.00%,69.20%,66.70%,68.80%,1/2,01:31
21-Mar-05,Miami Masters,Hard,QF,31,27,(29)Nadal d. (25)Thomas Johansson [SWE],6-2 6-4,1.63,2.10%,4.20%,68.80%,75.80%,60.00%,0/1,01:24
21-Mar-05,Miami Masters,Hard,R16,31,14,(29)Nadal d. (13)Ivan Ljubicic [CRO],6-4 6-7(5) 6-3,1.46,5.30%,1.10%,69.50%,74.20%,69.00%,2/3,02:44
21-Mar-05,Miami Masters,Hard,R32,31,45,(29)Nadal d. Fernando Verdasco [ESP],6-2 6-2,1.4,1.70%,5.10%,66.10%,59.00%,65.00%,2/3,01:15
21-Mar-05,Miami Masters,Hard,R64,31,39,(29)Nadal d. Rainer Schuettler [GER],6-4 7-6(5),1.15,2.80%,1.40%,64.80%,65.20%,68.00%,2/3,02:08
21-Feb-05,Acapulco,Clay,F,39,95,(8)Nadal d. Albert Montanes [ESP],6-1 6-0,2.75,13.90%,5.60%,77.80%,85.70%,50.00%,0/0,00:52
21-Feb-05,Acapulco,Clay,SF,39,74,(8)Nadal d. (WC)Mariano Puerta [ARG],6-4 6-1,1.81,8.50%,2.10%,78.70%,81.10%,40.00%,0/1,01:16
21-Feb-05,Acapulco,Clay,QF,39,12,(8)Nadal d. (3)Guillermo Canas [ARG],7-5 6-3,1.57,0.00%,1.60%,66.70%,73.80%,81.00%,3/3,01:45
21-Feb-05,Acapulco,Clay,R16,39,77,(8)Nadal d. Santiago Ventura [ESP],7-6(0) 6-2,1.71,4.80%,1.60%,68.30%,76.70%,65.00%,4/5,01:44
21-Feb-05,Acapulco,Clay,R32,39,81,(8)Nadal d. Alex Calatrava [ESP],6-4 6-4,1.25,8.90%,1.80%,64.30%,77.80%,55.00%,1/2,01:23
14-Feb-05,Costa Do Sauipe,Clay,F,48,61,(6)Nadal d. Alberto Martin [ESP],6-0 6-7(2) 6-1,1.31,0.00%,2.70%,67.60%,62.00%,50.00%,5/8,02:06
14-Feb-05,Costa Do Sauipe,Clay,SF,48,56,(6)Nadal d. (9)Ricardo Mello [BRA],2-6 6-2 6-4,1.06,0.00%,2.50%,74.70%,59.30%,55.00%,2/6,02:31
14-Feb-05,Costa Do Sauipe,Clay,QF,48,60,(6)Nadal d. Agustin Calleri [ARG],6-2 6-7(5) 6-4,1.39,0.00%,0.00%,80.00%,67.50%,70.00%,6/8,02:31
14-Feb-05,Costa Do Sauipe,Clay,R16,48,86,(6)Nadal d. Alex Calatrava [ESP],6-3 6-3,2.17,4.00%,0.00%,62.00%,80.60%,73.70%,1/1,02:43
14-Feb-05,Costa Do Sauipe,Clay,R32,48,55,(6)Nadal d. Jose Acasuso [ARG],7-6(1) 6-3,1.42,7.00%,1.40%,78.90%,71.40%,66.70%,6/7,01:54
07-Feb-05,Buenos Aires,Clay,QF,48,8,(2)Gaston Gaudio [ARG] d. (7)Nadal,0-6 6-0 6-1,0.78,4.10%,2.70%,70.30%,53.80%,36.40%,1/12,01:43
07-Feb-05,Buenos Aires,Clay,R16,48,66,(7)Nadal d. Potito Starace [ITA],6-1 6-3,1.92,2.30%,2.30%,69.80%,86.70%,38.50%,2/3,01:16
07-Feb-05,Buenos Aires,Clay,R32,48,61,(7)Nadal d. Agustin Calleri [ARG],7-6(2) 6-3,1.42,0.00%,0.00%,74.20%,73.90%,81.30%,0/0,01:39
17-Jan-05,Australian Open,Hard,R16,56,3,(3)Lleyton Hewitt [AUS] d. Nadal,7-5 3-6 1-6 7-6(3) 6-2,0.95,3.10%,1.90%,69.40%,64.90%,57.10%,1/12,03:53
17-Jan-05,Australian Open,Hard,R32,56,283,Nadal d. (Q)Bobby Reynolds [USA],6-1 6-1 6-3,1.85,2.90%,4.30%,62.30%,81.40%,53.80%,1/2,01:29
17-Jan-05,Australian Open,Hard,R64,56,15,Nadal d. (15)Mikhail Youzhny [RUS],6-1 4-6 4-6 7-5 6-3,1.09,0.00%,1.30%,70.60%,65.70%,46.70%,1/8,03:37
17-Jan-05,Australian Open,Hard,R128,56,65,Nadal d. Julien Benneteau [FRA],6-0 6-4 6-2,2,1.60%,1.60%,77.00%,76.60%,50.00%,1/3,01:28
10-Jan-05,Auckland,Hard,R32,50,20,(3)Dominik Hrbaty [SVK] d. Nadal,6-3 RET,0.82,1.90%,1.90%,70.40%,47.40%,43.80%,9/12,01:00
03-Jan-05,Doha,Hard,QF,51,22,(6)Ivan Ljubicic [CRO] d. Nadal,6-2 6-7(3) 6-3,1.04,2.50%,3.80%,62.50%,70.00%,66.70%,2/6,02:32
03-Jan-05,Doha,Hard,R16,51,36,Nadal d. Fernando Verdasco [ESP],6-2 6-4,1.57,4.20%,2.10%,58.30%,75.00%,50.00%,2/4,01:12
03-Jan-05,Doha,Hard,R32,51,16,Nadal d. (4)Mikhail Youzhny [RUS],6-3 7-6(3),1.33,4.30%,7.10%,64.30%,80.00%,36.00%,2/4,01:34
03-Dec-04,Davis Cup WG F: ESP vs USA,Clay,RR,51,2,Nadal d. Andy Roddick [USA],6-7(6) 6-2 7-6(6) 6-2,,,,,,,,
25-Oct-04,Basel,Carpet,R32,48,23,(6)Rainer Schuettler [GER] d. Nadal,6-3 6-4,0.73,1.50%,4.50%,65.20%,60.50%,39.10%,4/8,01:38
18-Oct-04,Madrid Masters,Hard,R32,50,23,(14)Vincent Spadea [USA] d. Nadal,6-4 4-6 6-3,0.88,0.00%,3.90%,72.50%,62.20%,39.30%,1/11,02:31
18-Oct-04,Madrid Masters,Hard,R64,50,75,Nadal d. Davide Sanguinetti [ITA],6-2 6-1,1.83,4.30%,8.50%,57.40%,85.20%,45.00%,5/6,01:02
04-Oct-04,Lyon,Carpet,R32,50,75,(Q)Julien Benneteau [FRA] d. Nadal,6-3 6-0,0.43,1.80%,5.50%,72.70%,55.00%,20.00%,7/12,01:05
27-Sep-04,Palermo,Clay,R16,49,113,Olivier Mutis [FRA] d. (6)Nadal,6-3 6-3,0.72,0.00%,0.00%,83.60%,56.90%,50.00%,2/5,01:26
27-Sep-04,Palermo,Clay,R32,49,99,(6)Nadal d. (Q)Nicolas Almagro [ESP],6-1 7-5,1.48,0.00%,1.90%,63.50%,75.80%,47.40%,0/2,01:09
24-Sep-04,Davis Cup WG SF: ESP vs FRA,Clay,RR,50,65,Nadal d. Arnaud Clement [FRA],6-4 6-1 6-2,,,,,,,,
30-Aug-04,US Open,Hard,R64,49,2,(2)Andy Roddick [USA] d. Nadal,6-0 6-3 6-4,0.59,0.00%,5.40%,82.40%,49.20%,23.10%,4/11,01:36
30-Aug-04,US Open,Hard,R128,49,139,Nadal d. (Q)Ivo Heuberger [SUI],6-0 6-3 4-6 2-6 6-3,1.83,5.70%,2.90%,65.70%,84.10%,61.10%,1/4,02:54
09-Aug-04,Sopot,Clay,F,71,105,(6)Nadal d. Jose Acasuso [ARG],6-3 6-4,1.17,5.30%,1.30%,78.90%,71.70%,37.50%,11/12,01:36
09-Aug-04,Sopot,Clay,SF,71,110,(6)Nadal d. (Q)Felix Mantilla [ESP],7-5 6-1,1.51,3.20%,3.20%,72.60%,68.90%,47.10%,3/5,01:34
09-Aug-04,Sopot,Clay,QF,71,154,(6)Nadal d. (Q)Franco Squillari [ARG],6-3 6-4,1.4,1.70%,0.00%,86.40%,64.70%,62.50%,4/6,02:38
09-Aug-04,Sopot,Clay,R16,71,272,(6)Nadal d. Arnaud Di Pasquale [FRA],6-2 6-4,1.47,2.00%,0.00%,60.80%,77.40%,50.00%,0/1,01:19
09-Aug-04,Sopot,Clay,R32,71,88,(6)Nadal d. Victor Hanescu [ROU],6-4 6-4,2.06,6.40%,2.10%,80.90%,89.50%,44.40%,1/2,01:21
02-Aug-04,Cincinnati Masters,Hard,R64,71,16,(17)Juan Ignacio Chela [ARG] d. Nadal,6-4 4-6 7-6(3),0.81,2.00%,3.10%,69.40%,72.10%,53.30%,7/9,02:17
26-Jul-04,Canada Masters,Hard,R64,62,10,(9)Lleyton Hewitt [AUS] d. Nadal,1-6 6-4 6-2,0.88,1.20%,0.00%,73.30%,57.10%,52.20%,7/12,01:44
12-Jul-04,Stuttgart,Clay,QF,57,47,(11)David Ferrer [ESP] d. (14)Nadal,6-3 6-7(3) 7-5,0.95,1.90%,1.00%,73.10%,57.90%,53.60%,1/7,02:26
12-Jul-04,Stuttgart,Clay,R16,57,16,(14)Nadal d. (3)Juan Ignacio Chela [ARG],6-2 6-3,1.76,5.80%,1.90%,48.10%,80.00%,70.40%,0/0,01:16
12-Jul-04,Stuttgart,Clay,R32,57,132,(14)Nadal d. Martin Vassallo Arguello [ARG],7-6(4) 6-4,1.11,1.20%,3.50%,58.80%,64.00%,42.90%,7/12,02:08
05-Jul-04,Bastad,Clay,QF,60,11,(2)Gaston Gaudio [ARG] d. Nadal,6-2 6-3,0.69,0.00%,0.00%,71.40%,37.10%,28.60%,5/12,01:18
05-Jul-04,Bastad,Clay,R16,60,142,Nadal d. (Q)Santiago Ventura [ESP],6-1 6-2,2.59,0.00%,5.00%,77.50%,80.60%,77.80%,0/0,00:59
05-Jul-04,Bastad,Clay,R32,60,147,Nadal d. (LL)Jiri Vanek [CZE],4-6 6-4 6-3,1.21,0.00%,2.30%,80.20%,60.90%,58.80%,6/11,01:58
12-Apr-04,Estoril,Clay,QF,34,52,Irakli Labadze [GEO] d. Nadal,W/O,,,,,,,,
12-Apr-04,Estoril,Clay,R16,34,94,Nadal d. Richard Gasquet [FRA],6-4 3-6 6-2,1.01,0.00%,8.50%,74.40%,54.10%,52.40%,2/7,02:19
12-Apr-04,Estoril,Clay,R32,34,505,Nadal d. Goran Ivanisevic [CRO],6-4 6-1,1.39,5.70%,9.40%,62.30%,72.70%,55.00%,1/2,01:06
22-Mar-04,Miami Masters,Hard,R16,34,22,(21)Fernando Gonzalez [CHI] d. (32)Nadal,7-6(1) 4-6 6-2,0.83,1.00%,3.10%,71.40%,62.90%,50.00%,7/11,02:10
22-Mar-04,Miami Masters,Hard,R32,34,1,(32)Nadal d. (1)Roger Federer [SUI],6-3 6-3,1.57,2.10%,4.20%,81.30%,79.50%,55.60%,0/0,01:10
22-Mar-04,Miami Masters,Hard,R64,34,592,(32)Nadal d. (WC)Goran Ivanisevic [CRO],6-4 RET,1.82,7.70%,0.00%,76.90%,85.00%,50.00%,0/0,00:36
08-Mar-04,Indian Wells Masters,Hard,R32,36,23,(22)Agustin Calleri [ARG] d. Nadal,6-4 3-6 7-6(10),0.92,0.00%,0.00%,72.00%,58.80%,63.60%,1/12,02:38
08-Mar-04,Indian Wells Masters,Hard,R64,36,12,Nadal d. (11)Nicolas Massu [CHI],6-3 1-0 RET,1.51,10.00%,3.30%,70.00%,71.40%,66.70%,0/0,00:47
08-Mar-04,Indian Wells Masters,Hard,R128,36,76,Nadal d. Lars Burgsmuller [GER],6-2 6-3,1.42,0.00%,1.50%,61.80%,71.40%,53.80%,8/9,01:11
01-Mar-04,Dubai,Hard,QF,40,57,Mikhail Youzhny [RUS] d. Nadal,6-2 1-6 6-1,0.89,0.00%,1.60%,62.90%,51.30%,60.90%,5/10,01:35
01-Mar-04,Dubai,Hard,R16,40,61,Nadal d. Olivier Rochus [BEL],6-3 7-5,1.35,3.00%,4.50%,78.80%,67.30%,57.10%,3/5,01:30
01-Mar-04,Dubai,Hard,R32,40,26,Nadal d. Max Mirnyi [BLR],6-3 7-6(6),1.42,1.60%,1.60%,62.50%,77.50%,75.00%,0/0,01:26
09-Feb-04,Milan,Carpet,R16,41,107,Mario Ancic [CRO] d. (6)Nadal,7-5 6-2,0.46,0.00%,4.20%,66.20%,61.70%,45.80%,5/8,01:20
09-Feb-04,Milan,Carpet,R32,41,67,(6)Nadal d. Ivo Karlovic [CRO],7-5 6-7(5) 6-1,1.64,2.20%,2.20%,66.30%,81.40%,70.00%,0/0,02:02
06-Feb-04,Davis Cup WG R1: CZE vs ESP,Carpet,RR,40,16,Jiri Novak [CZE] d. Nadal,7-6(2) 6-3 7-6(3),,,,,,,,
06-Feb-04,Davis Cup WG R1: CZE vs ESP,Carpet,RR,40,49,Nadal d. Radek Stepanek [CZE],7-6(2) 7-6(4) 6-3,,,,,,,,
19-Jan-04,Australian Open,Hard,R32,41,11,(15)Lleyton Hewitt [AUS] d. Nadal,7-6(2) 7-6(5) 6-2,0.85,1.00%,2.00%,70.40%,65.20%,51.70%,6/10,02:29
19-Jan-04,Australian Open,Hard,R64,41,87,Nadal d. Thierry Ascione [FRA],6-4 3-6 7-5 6-1,1.29,0.00%,4.50%,69.10%,72.40%,47.10%,6/10,02:56
19-Jan-04,Australian Open,Hard,R128,41,215,Nadal d. (Q)Michal Tabara [CZE],6-1 6-2 6-2,1.8,7.00%,4.20%,57.70%,78.00%,63.30%,2/2,01:17
12-Jan-04,Auckland,Hard,F,48,54,Dominik Hrbaty [SVK] d. Nadal,4-6 6-2 7-5,0.88,0.00%,3.80%,58.50%,58.10%,50.00%,1/11,02:15
12-Jan-04,Auckland,Hard,SF,48,14,Nadal d. (2)Jiri Novak [CZE],6-1 6-3,1.87,2.10%,0.00%,66.00%,77.40%,68.80%,1/1,01:04
12-Jan-04,Auckland,Hard,QF,48,65,Nadal d. Gregory Carraz [FRA],2-1 RET,1.8,0.00%,0.00%,77.80%,85.70%,100.00%,0/0,00:15
12-Jan-04,Auckland,Hard,R16,48,74,Nadal d. (Q)Mario Ancic [CRO],7-6(0) 7-6(6),1.31,2.50%,2.50%,68.40%,68.50%,72.00%,5/7,01:53
12-Jan-04,Auckland,Hard,R32,48,16,Nadal d. (4)Sjeng Schalken [NED],7-6(2) 6-4,1.18,1.10%,0.00%,73.90%,60.00%,60.90%,6/9,02:05
05-Jan-04,Chennai,Hard,R32,49,102,Thierry Ascione [FRA] d. (6)Nadal,7-6(5) 6-4,1.08,3.00%,1.50%,73.10%,69.40%,66.70%,3/5,01:37
20-Oct-03,Basel,Carpet,R32,48,30,Feliciano Lopez [ESP] d. Nadal,3-6 6-3 7-6(4),0.89,0.00%,2.00%,81.60%,65.00%,72.20%,1/3,02:02
13-Oct-03,Madrid Masters,Hard,R64,49,127,(WC)Alex Corretja [ESP] d. (WC)Nadal,6-2 3-6 6-4,,,,,,,,
06-Oct-03,Lyon,Carpet,R32,47,62,Dominik Hrbaty [SVK] d. Nadal,6-3 7-5,0.62,2.80%,9.70%,72.20%,59.60%,35.00%,4/8,01:17
15-Sep-03,St. Jean De Luz CH,Hard,R16,46,123,Richard Gasquet [FRA] d. (1)Nadal,6-2 RET,,,,,,,,
15-Sep-03,St. Jean De Luz CH,Hard,R32,46,226,(1)Nadal d. Rodolphe Cadart [FRA],6-2 6-1,,,,,,,,
25-Aug-03,US Open,Hard,R64,45,21,(22)Younes El Aynaoui [MAR] d. Nadal,7-6(6) 6-3 7-6(6),0.87,2.80%,5.50%,76.10%,71.10%,50.00%,9/12,02:43
25-Aug-03,US Open,Hard,R128,45,61,Nadal d. Fernando Vicente [ESP],6-4 6-3 6-3,1.61,2.40%,4.90%,56.10%,80.40%,63.90%,3/3,02:13
28-Jul-03,Segovia CH,Hard,F,51,214,(2)Nadal d. Tomas Zib [CZE],6-2 7-6(1),,,,,,,,
28-Jul-03,Segovia CH,Hard,SF,51,171,(2)Nadal d. Paul Baccanello [AUS],7-6(2) 6-4,,,,,,,,
28-Jul-03,Segovia CH,Hard,QF,51,188,(2)Nadal d. Gilles Muller [LUX],2-6 7-5 6-3,,,,,,,,
28-Jul-03,Segovia CH,Hard,R16,51,169,(2)Nadal d. Massimo Dellacqua [ITA],7-5 6-3,,,,,,,,
28-Jul-03,Segovia CH,Hard,R32,51,250,(2)Nadal d. Robin Vik [CZE],6-3 4-6 6-2,,,,,,,,
21-Jul-03,Umag,Clay,SF,58,4,(1)Carlos Moya [ESP] d. (6)Nadal,6-4 6-4,0.6,0.00%,1.50%,72.30%,63.80%,50.00%,2/4,01:19
21-Jul-03,Umag,Clay,QF,58,86,(6)Nadal d. Magnus Norman [SWE],6-3 6-4,1.26,0.00%,2.90%,55.90%,71.10%,60.00%,7/8,01:33
21-Jul-03,Umag,Clay,R16,58,100,(6)Nadal d. Mariano Puerta [ARG],6-2 6-4,1.3,12.90%,1.60%,72.60%,75.60%,47.10%,4/4,01:20
21-Jul-03,Umag,Clay,R32,58,137,(6)Nadal d. Adrian Voinea [ROU],6-3 1-0 RET,1.64,4.30%,8.70%,65.20%,73.30%,62.50%,0/1,00:37
14-Jul-03,Stuttgart,Clay,R32,56,14,(6)Fernando Gonzalez [CHI] d. Nadal,6-2 3-6 6-2,0.87,6.10%,1.50%,78.80%,67.30%,42.90%,1/5,01:29
14-Jul-03,Stuttgart,Clay,R64,56,317,Nadal d. (WC)Philipp Petzschner [GER],7-5 6-1,1.66,0.00%,1.70%,71.20%,78.60%,64.70%,1/1,01:22
07-Jul-03,Bastad,Clay,QF,61,76,(6)Nicolas Lapentti [ECU] d. Nadal,3-6 6-3 7-6(6),0.92,1.00%,2.00%,80.00%,70.00%,50.00%,9/10,02:56
07-Jul-03,Bastad,Clay,R16,61,83,Nadal d. Albert Portas [ESP],6-0 6-4,2.2,0.00%,2.30%,72.70%,81.30%,66.70%,2/2,01:11
07-Jul-03,Bastad,Clay,R32,61,21,Nadal d. (3)Younes El Aynaoui [MAR],6-3 4-6 6-3,1.22,0.00%,1.20%,75.30%,78.70%,50.00%,1/2,01:42
23-Jun-03,Wimbledon,Grass,R32,76,11,(12)Paradorn Srichaphan [THA] d. Nadal,6-4 6-4 6-2,0.7,2.00%,3.00%,73.00%,63.00%,25.90%,1/9,01:56
23-Jun-03,Wimbledon,Grass,R64,76,489,Nadal d. (WC)Lee Childs [GBR],6-2 6-4 6-3,1.49,3.80%,2.60%,64.10%,78.00%,57.10%,2/4,02:01
23-Jun-03,Wimbledon,Grass,R128,76,68,Nadal d. Mario Ancic [CRO],6-3 6-4 4-6 6-4,1.22,1.50%,0.00%,74.80%,66.30%,63.60%,1/11,03:04
12-May-03,Hamburg Masters,Clay,R16,87,29,Gaston Gaudio [ARG] d. (Q)Nadal,6-2 6-2,0.42,2.10%,4.20%,72.90%,51.40%,53.80%,2/6,00:59
12-May-03,Hamburg Masters,Clay,R32,87,4,(Q)Nadal d. (2)Carlos Moya [ESP],7-5 6-4,1.06,1.60%,0.00%,84.10%,56.60%,70.00%,2/5,01:29
12-May-03,Hamburg Masters,Clay,R64,87,44,(Q)Nadal d. Paul Henri Mathieu [FRA],7-5 6-4,1.01,2.50%,1.20%,81.50%,66.70%,40.00%,8/10,01:42
28-Apr-03,Aix En Provence CH,Clay,F,93,121,(8)Mariano Puerta [ARG] d. (6)Nadal,3-6 7-6(6) 6-4,,,,,,,,
28-Apr-03,Aix En Provence CH,Clay,SF,93,146,(6)Nadal d. Ruben Ramirez Hidalgo [ESP],7-5 6-2,,,,,,,,
28-Apr-03,Aix En Provence CH,Clay,QF,93,119,(6)Nadal d. Scott Draper [AUS],6-2 7-5,,,,,,,,
28-Apr-03,Aix En Provence CH,Clay,R16,93,165,(6)Nadal d. (WC)Julien Varlet [FRA],5-7 6-1 6-4,,,,,,,,
28-Apr-03,Aix En Provence CH,Clay,R32,93,127,(6)Nadal d. Michael Llodra [FRA],7-6(3) 6-4,,,,,,,,
21-Apr-03,Barcelona,Clay,R32,96,17,(8)Alex Corretja [ESP] d. (WC)Nadal,3-6 6-2 6-1,0.83,3.80%,1.30%,73.10%,54.40%,28.60%,1/7,02:07
21-Apr-03,Barcelona,Clay,R64,96,137,(WC)Nadal d. (WC)Juan Antonio Marin [CRC],6-0 RET,2.51,0.00%,0.00%,58.80%,70.00%,71.40%,0/0,00:42
14-Apr-03,Monte Carlo Masters,Clay,R16,109,26,Guillermo Coria [ARG] d. (Q)Nadal,7-6(3) 6-2,0.82,0.00%,3.60%,60.70%,50.00%,45.50%,3/8,01:34
14-Apr-03,Monte Carlo Masters,Clay,R32,109,7,(Q)Nadal d. (4)Albert Costa [ESP],7-5 6-3,1.16,1.00%,1.00%,72.90%,57.10%,53.80%,14/17,02:00
14-Apr-03,Monte Carlo Masters,Clay,R64,109,49,(Q)Nadal d. Karol Kucera [SVK],6-1 6-2,2.19,0.00%,4.30%,66.00%,80.60%,62.50%,3/3,01:03
24-Mar-03,Barletta CH,Clay,F,152,95,Nadal d. (4)Albert Portas [ESP],6-2 7-6(2),,,,,,,,
24-Mar-03,Barletta CH,Clay,SF,152,120,Nadal d. Tomas Behrend [GER],6-1 3-6 6-4,,,,,,,,
24-Mar-03,Barletta CH,Clay,QF,152,85,Nadal d. (2)Albert Montanes [ESP],6-3 7-6(4),,,,,,,,
24-Mar-03,Barletta CH,Clay,R16,152,197,Nadal d. (Q)Martin Vassallo Arguello [ARG],6-7(3) 7-5 6-3,,,,,,,,
24-Mar-03,Barletta CH,Clay,R32,152,137,Nadal d. Ruben Ramirez Hidalgo [ESP],7-6(4) 6-3,,,,,,,,
17-Mar-03,Cagliari CH,Clay,F,152,149,Filippo Volandri [ITA] d. Nadal,2-6 6-2 6-1,,,,,,,,
17-Mar-03,Cagliari CH,Clay,SF,152,105,Nadal d. (1)Julien Boutter [FRA],6-3 3-6 7-5,,,,,,,,
17-Mar-03,Cagliari CH,Clay,QF,152,139,Nadal d. Juan Antonio Marin [CRC],6-2 7-6(3),,,,,,,,
17-Mar-03,Cagliari CH,Clay,R16,152,94,Nadal d. (3)Kristian Pless [DEN],6-2 2-6 6-2,,,,,,,,
17-Mar-03,Cagliari CH,Clay,R32,152,168,Nadal d. Alex Calatrava [ESP],7-5 6-2,,,,,,,,
03-Mar-03,Besancon CH,Hard,R32,149,113,(2)Kristof Vliegen [BEL] d. Nadal,7-5 6-4,,,,,,,,
24-Feb-03,Cherbourg CH,Hard,F,177,176,Sergio Roitman [ARG] d. Nadal,6-3 5-7 6-4,,,,,,,,
24-Feb-03,Cherbourg CH,Hard,SF,177,178,Nadal d. Gilles Elseneer [BEL],6-7(4) 7-5 6-3,,,,,,,,
24-Feb-03,Cherbourg CH,Hard,QF,177,281,Nadal d. (LL)Slimane Saoudi [ALG],6-4 6-4,,,,,,,,
24-Feb-03,Cherbourg CH,Hard,R16,177,160,Nadal d. Julien Varlet [FRA],6-3 RET,,,,,,,,
24-Feb-03,Cherbourg CH,Hard,R32,177,175,Nadal d. Rik De Voest [RSA],4-6 6-1 7-5,,,,,,,,
03-Feb-03,Belgrade CH,Carpet,QF,183,247,Markus Hantschk [GER] d. (8)Nadal,6-4 6-2,,,,,,,,
03-Feb-03,Belgrade CH,Carpet,R16,183,223,(8)Nadal d. Amir Hadad [ISR],7-6(8) 6-4,,,,,,,,
03-Feb-03,Belgrade CH,Carpet,R32,183,264,(8)Nadal d. (Q)Dmitry Vlasov [RUS],7-5 6-3,,,,,,,,
27-Jan-03,Hamburg CH,Carpet,F,203,69,(1)Mario Ancic [CRO] d. Nadal,6-2 6-3,,,,,,,,
27-Jan-03,Hamburg CH,Carpet,SF,203,142,Nadal d. Andrei Stoliarov [RUS],6-4 7-6(8),,,,,,,,
27-Jan-03,Hamburg CH,Carpet,QF,203,175,Nadal d. Fernando Verdasco [ESP],6-2 7-5,,,,,,,,
27-Jan-03,Hamburg CH,Carpet,R16,203,98,Nadal d. (3)Irakli Labadze [GEO],6-2 6-3,,,,,,,,
27-Jan-03,Hamburg CH,Carpet,R32,203,209,Nadal d. (WC)Maximilian Abel [GER],6-4 7-5,,,,,,,,
25-Nov-02,Spain F20,Clay,F,238,474,(1)Nadal d. Florian Mayer [GER],7-6(3) 6-4,,,,,,,,
25-Nov-02,Spain F20,Clay,SF,238,361,(1)Nadal d. Tomas Tenconi [ITA],6-4 6-2,,,,,,,,
25-Nov-02,Spain F20,Clay,QF,238,345,(1)Nadal d. Stephane Robert [FRA],6-3 6-3,,,,,,,,
25-Nov-02,Spain F20,Clay,R16,238,1092,(1)Nadal d. (Q)Andreas Kauntz [GER],6-3 6-3,,,,,,,,
25-Nov-02,Spain F20,Clay,R32,238,390,(1)Nadal d. Roberto Menendez [ESP],6-1 4-6 6-4,,,,,,,,
18-Nov-02,Spain F19,Clay,F,235,325,(4)Nadal d. Marc Fornell Mestres [ESP],6-2 6-3,,,,,,,,
18-Nov-02,Spain F19,Clay,SF,235,208,(4)Nadal d. (1)Oscar Hernandez [ESP],6-4 6-1,,,,,,,,
18-Nov-02,Spain F19,Clay,QF,235,420,(4)Nadal d. (Q)German Puentes [ESP],6-1 7-6(8),,,,,,,,
18-Nov-02,Spain F19,Clay,R16,235,380,(4)Nadal d. Timo Nieminen [FIN],6-1 6-4,,,,,,,,
18-Nov-02,Spain F19,Clay,R32,235,,(4)Nadal d. Ferran Ventura Martell [ESP],6-4 6-1,,,,,,,,
07-Oct-02,Barcelona CH,Clay,SF,261,96,(4)Albert Portas [ESP] d. (Q)Nadal,6-2 6-1,,,,,,,,
07-Oct-02,Barcelona CH,Clay,QF,261,76,(Q)Nadal d. (1)Albert Montanes [ESP],7-6(3) 6-3,,,,,,,,
