Date,Tournament,Surface,Rd,Rk,vRk,Result,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
08-Mar-04,Indian Wells Masters,Hard,R16,1,19,(1)Federer d. (18)Mardy Fish [USA],6-4 6-1,1.67,13.70%,2.00%,64.70%,78.80%,61.10%,1/1,01:11
08-Mar-04,Indian Wells Masters,Hard,R32,1,27,(1)Federer d. (25)Fernando Gonzalez [CHI],6-3 6-2,1.35,10.30%,5.20%,53.40%,80.60%,55.60%,1/1,01:03
08-Mar-04,Indian Wells Masters,Hard,R64,1,49,(1)Federer d. Andrei Pavel [ROU],6-1 6-1,1.84,11.40%,4.50%,65.90%,75.90%,60.00%,3/3,01:04
01-Mar-04,Dubai,Hard,F,1,32,(1)Federer d. Feliciano Lopez [ESP],4-6 6-1 6-2,1.84,9.00%,0.00%,64.20%,79.10%,70.80%,0/1,01:35
01-Mar-04,Dubai,Hard,SF,1,34,(1)Federer d. Jarkko Nieminen [FIN],7-6(7) 6-2,1.28,4.80%,1.60%,57.10%,75.00%,59.30%,3/4,01:21
01-Mar-04,Dubai,Hard,QF,1,53,(1)Federer d. Andrei Pavel [ROU],6-3 6-3,1.75,6.00%,2.00%,62.00%,80.60%,63.20%,0/0,01:08
01-Mar-04,Dubai,Hard,R16,1,20,(1)Federer d. Tommy Robredo [ESP],6-3 6-4,1.45,9.80%,4.90%,60.70%,83.80%,54.20%,3/3,01:28
01-Mar-04,Dubai,Hard,R32,1,30,(1)Federer d. (WC)Marat Safin [RUS],7-6(2) 7-6(4),1.04,4.20%,3.10%,47.90%,76.10%,56.00%,9/11,01:59
16-Feb-04,Rotterdam,Hard,QF,1,11,(5)Tim Henman [GBR] d. (1)Federer,6-3 7-6(9),0.83,2.70%,4.00%,60.00%,60.00%,56.70%,5/8,01:38
16-Feb-04,Rotterdam,Hard,R16,1,52,(1)Federer d. Andrei Pavel [ROU],7-6(2) 7-5,1.12,4.70%,4.70%,64.70%,80.00%,43.30%,1/4,01:36
16-Feb-04,Rotterdam,Hard,R32,1,29,(1)Federer d. Arnaud Clement [FRA],6-4 6-3,2.16,10.20%,0.00%,65.30%,90.60%,64.70%,0/0,01:14
06-Feb-04,Davis Cup WG R1: ROU vs SUI,Clay,RR,1,72,Federer d. Victor Hanescu [ROU],7-6(4) 6-3 6-1,,,,,,,,
06-Feb-04,Davis Cup WG R1: ROU vs SUI,Clay,RR,1,53,Federer d. Andrei Pavel [ROU],6-3 6-2 7-5,,,,,,,,
19-Jan-04,Australian Open,Hard,F,2,86,(2)Federer d. Marat Safin [RUS],7-6(3) 6-4 6-2,1.39,8.90%,2.20%,53.30%,75.00%,59.50%,1/3,02:15
19-Jan-04,Australian Open,Hard,SF,2,3,(2)Federer d. (3)Juan Carlos Ferrero [ESP],6-4 6-1 6-4,1.42,13.30%,1.20%,72.30%,83.30%,43.50%,1/4,01:29
19-Jan-04,Australian Open,Hard,QF,2,8,(2)Federer d. (8)David Nalbandian [ARG],7-5 6-4 5-7 6-3,1.03,15.70%,2.40%,59.80%,82.90%,43.10%,8/11,02:41
19-Jan-04,Australian Open,Hard,R16,2,11,(2)Federer d. (15)Lleyton Hewitt [AUS],4-6 6-3 6-0 6-4,1.19,12.00%,3.40%,59.00%,73.90%,56.30%,6/7,02:18
19-Jan-04,Australian Open,Hard,R32,2,148,(2)Federer d. (WC)Todd Reid [AUS],6-3 6-0 6-1,2.03,8.80%,5.30%,54.40%,74.20%,65.40%,0/1,01:14
19-Jan-04,Australian Open,Hard,R64,2,156,(2)Federer d. (Q)Jeff Morrison [USA],6-2 6-3 6-4,1.53,6.00%,2.40%,61.90%,76.90%,65.60%,4/4,01:34
19-Jan-04,Australian Open,Hard,R128,2,117,(2)Federer d. (Q)Alex Bogomolov Jr [RUS],6-3 6-4 6-0,2.07,19.10%,4.40%,60.30%,80.50%,74.10%,0/0,01:29
10-Nov-03,Masters Cup,Hard,F,3,5,Federer d. Andre Agassi [USA],6-3 6-0 6-4,1.89,15.70%,7.10%,51.40%,83.30%,67.60%,5/7,01:36
10-Nov-03,Masters Cup,Hard,SF,3,1,Federer d. Andy Roddick [USA],7-6(2) 6-2,2.04,21.40%,3.60%,55.40%,87.10%,76.00%,0/0,01:02
10-Nov-03,Masters Cup,Hard,RR,3,5,Federer d. Andre Agassi [USA],6-7(3) 6-3 7-6(7),1,16.10%,4.80%,53.20%,74.20%,41.40%,1/9,02:26
10-Nov-03,Masters Cup,Hard,RR,3,8,Federer d. David Nalbandian [ARG],6-3 6-0,1.64,3.90%,5.90%,49.00%,84.00%,50.00%,3/4,01:11
10-Nov-03,Masters Cup,Hard,RR,3,2,Federer d. Juan Carlos Ferrero [ESP],6-3 6-1,1.92,12.20%,2.00%,57.10%,78.60%,66.70%,3/3,00:54
27-Oct-03,Paris Masters,Carpet,QF,3,31,Tim Henman [GBR] d. (3)Federer,7-6(5) 6-1,0.79,5.60%,3.70%,55.60%,73.30%,45.80%,0/2,01:19
27-Oct-03,Paris Masters,Carpet,R16,3,16,(3)Federer d. (13)Martin Verkerk [NED],6-7(3) 7-6(12) 7-6(6),1.37,14.20%,2.70%,62.80%,90.10%,61.90%,0/1,02:26
27-Oct-03,Paris Masters,Carpet,R32,3,106,(3)Federer d. (Q)Thierry Ascione [FRA],7-6(5) 6-1,1.35,9.80%,3.30%,62.30%,71.10%,78.30%,0/0,01:00
20-Oct-03,Basel,Carpet,R16,3,47,Ivan Ljubicic [CRO] d. (2)Federer,7-6(5) 6-7(5) 6-4,0.89,8.00%,2.40%,69.60%,66.70%,68.40%,5/7,02:23
20-Oct-03,Basel,Carpet,R32,3,117,(2)Federer d. (WC)Marc Rosset [SUI],6-1 6-3,1.57,6.10%,4.10%,55.10%,77.80%,59.10%,1/1,00:57
13-Oct-03,Madrid Masters,Hard,SF,3,1,(1)Juan Carlos Ferrero [ESP] d. (3)Federer,6-4 4-6 6-4,,,,,,,,
13-Oct-03,Madrid Masters,Hard,QF,3,35,(3)Federer d. Feliciano Lopez [ESP],4-6 7-6(3) 6-4,,,,,,,,
13-Oct-03,Madrid Masters,Hard,R16,3,25,(3)Federer d. Mardy Fish [USA],6-3 7-6(4),,,,,,,,
13-Oct-03,Madrid Masters,Hard,R32,3,127,(3)Federer d. (WC)Alex Corretja [ESP],6-4 6-3,,,,,,,,
06-Oct-03,Vienna,Hard,F,3,7,(1)Federer d. (2)Carlos Moya [ESP],6-3 6-3 6-3,1.62,11.90%,2.40%,65.50%,83.60%,55.20%,0/0,01:33
06-Oct-03,Vienna,Hard,SF,3,28,(1)Federer d. Max Mirnyi [BLR],6-2 7-6(2),2.49,7.00%,0.00%,64.90%,83.80%,85.00%,0/0,01:14
06-Oct-03,Vienna,Hard,QF,3,30,(1)Federer d. Jarkko Nieminen [FIN],6-3 6-3,1.17,9.80%,0.00%,65.60%,75.00%,52.40%,2/2,01:00
06-Oct-03,Vienna,Hard,R16,3,70,(1)Federer d. (Q)Karol Beck [SVK],6-3 4-6 6-4,1.22,2.40%,8.40%,50.60%,81.00%,46.30%,0/4,01:56
06-Oct-03,Vienna,Hard,R32,3,75,(1)Federer d. David Ferrer [ESP],6-2 6-2,1.84,2.10%,0.00%,66.00%,67.70%,81.30%,1/1,00:56
19-Sep-03,Davis Cup WG SF: AUS vs SUI,Hard,RR,3,15,Federer d. Mark Philippoussis [AUS],6-3 6-4 7-6(3),,,,,,,,
19-Sep-03,Davis Cup WG SF: AUS vs SUI,Hard,RR,3,7,Lleyton Hewitt [AUS] d. Federer,5-7 2-6 7-6(4) 7-5 6-1,,,,,,,,
25-Aug-03,US Open,Hard,R16,2,13,(13)David Nalbandian [ARG] d. (2)Federer,3-6 7-6(1) 6-4 6-3,0.79,11.20%,2.80%,54.50%,66.70%,43.10%,1/10,02:52
25-Aug-03,US Open,Hard,R32,2,35,(2)Federer d. James Blake [USA],6-3 7-6(4) 6-3,1.41,9.90%,3.00%,61.40%,75.80%,64.10%,3/4,01:59
25-Aug-03,US Open,Hard,R64,2,94,(2)Federer d. Jean Rene Lisnard [MON],6-1 6-2 6-0,2.25,8.20%,3.30%,67.20%,82.90%,60.00%,1/1,01:17
25-Aug-03,US Open,Hard,R128,2,75,(2)Federer d. Jose Acasuso [ARG],5-7 6-3 6-3 2-0 RET,2.2,19.70%,3.90%,72.40%,85.50%,66.70%,2/4,02:06
11-Aug-03,Cincinnati Masters,Hard,R32,2,14,David Nalbandian [ARG] d. (3)Federer,7-6(4) 7-6(5),0.98,15.60%,6.70%,47.80%,81.40%,38.30%,5/8,02:06
11-Aug-03,Cincinnati Masters,Hard,R64,2,114,(3)Federer d. (Q)Scott Draper [AUS],4-6 6-3 7-6(10),1.24,13.00%,3.70%,63.90%,84.10%,56.40%,9/10,02:02
04-Aug-03,Canada Masters,Hard,SF,3,7,(6)Andy Roddick [USA] d. (3)Federer,6-4 3-6 7-6(3),0.87,9.00%,10.00%,56.00%,83.90%,43.20%,7/9,01:56
04-Aug-03,Canada Masters,Hard,QF,3,32,(3)Federer d. Max Mirnyi [BLR],6-2 7-6(3),1.64,14.00%,0.00%,64.90%,83.80%,60.00%,0/0,01:16
04-Aug-03,Canada Masters,Hard,R16,3,15,(3)Federer d. (16)Tommy Robredo [ESP],6-4 6-3,1.58,7.10%,1.80%,51.80%,82.80%,74.10%,1/6,01:07
04-Aug-03,Canada Masters,Hard,R32,3,60,(3)Federer d. Greg Rusedski [GBR],6-4 6-3,1.53,1.90%,1.90%,51.90%,77.80%,64.00%,0/1,01:05
04-Aug-03,Canada Masters,Hard,R64,3,28,(3)Federer d. Gaston Gaudio [ARG],6-4 3-6 7-5,1.14,12.00%,5.40%,55.40%,74.50%,53.70%,7/10,02:05
07-Jul-03,Gstaad,Clay,F,3,10,(3)Jiri Novak [CZE] d. (1)Federer,5-7 6-3 6-3 1-6 6-3,0.92,12.80%,7.40%,56.10%,71.10%,46.20%,1/10,02:49
07-Jul-03,Gstaad,Clay,SF,3,27,(1)Federer d. (4)Gaston Gaudio [ARG],6-1 7-6(6),1.58,19.70%,3.30%,63.90%,84.60%,50.00%,1/2,01:28
07-Jul-03,Gstaad,Clay,QF,3,56,(1)Federer d. David Sanchez [ESP],W/O,,,,,,,,
07-Jul-03,Gstaad,Clay,R16,3,99,(1)Federer d. Jean Rene Lisnard [MON],6-1 6-2,2.48,21.40%,4.80%,47.60%,75.00%,81.80%,1/1,00:54
07-Jul-03,Gstaad,Clay,R32,3,190,(1)Federer d. (Q)Marc Lopez [ESP],6-3 6-7(4) 6-3,1.71,18.20%,3.40%,54.50%,83.30%,67.50%,1/3,02:04
23-Jun-03,Wimbledon,Grass,F,5,48,(4)Federer d. Mark Philippoussis [AUS],7-6(5) 6-2 7-6(3),1.63,22.60%,2.20%,57.00%,88.70%,67.50%,0/0,01:56
23-Jun-03,Wimbledon,Grass,SF,5,6,(4)Federer d. (5)Andy Roddick [USA],7-6(6) 6-3 6-3,1.8,20.20%,0.00%,60.70%,82.40%,75.80%,2/2,01:43
23-Jun-03,Wimbledon,Grass,QF,5,12,(4)Federer d. (8)Sjeng Schalken [NED],6-3 6-4 6-4,1.5,14.10%,5.40%,67.40%,80.60%,50.00%,3/4,01:38
23-Jun-03,Wimbledon,Grass,R16,5,52,(4)Federer d. Feliciano Lopez [ESP],7-6(5) 6-4 6-4,1.09,8.70%,1.90%,66.30%,69.60%,48.60%,3/6,02:06
23-Jun-03,Wimbledon,Grass,R32,5,45,(4)Federer d. Mardy Fish [USA],6-3 6-1 4-6 6-1,1.35,11.80%,3.60%,53.60%,72.90%,60.80%,5/6,02:00
23-Jun-03,Wimbledon,Grass,R64,5,70,(4)Federer d. Stefan Koubek [AUT],7-5 6-1 6-1,1.77,8.20%,4.10%,60.30%,79.50%,55.20%,1/3,01:17
23-Jun-03,Wimbledon,Grass,R128,5,55,(4)Federer d. Hyung Taik Lee [KOR],6-3 6-3 7-6(2),1.37,15.20%,3.00%,64.60%,75.00%,54.30%,7/9,01:45
09-Jun-03,Halle,Grass,F,5,73,(1)Federer d. Nicolas Kiefer [GER],6-1 6-3,2.25,6.70%,2.20%,57.80%,88.50%,63.20%,0/0,01:09
09-Jun-03,Halle,Grass,SF,5,29,(1)Federer d. (6)Mikhail Youzhny [RUS],4-6 7-6(4) 6-2,1.37,13.30%,4.40%,66.70%,78.30%,46.70%,2/4,02:25
09-Jun-03,Halle,Grass,QF,5,24,(1)Federer d. (5)Younes El Aynaoui [MAR],7-5 7-6(3),1.39,13.00%,1.40%,69.60%,72.90%,57.10%,1/3,01:20
09-Jun-03,Halle,Grass,R16,5,62,(1)Federer d. Fernando Vicente [ESP],4-6 6-2 6-1,1.32,14.50%,2.60%,72.40%,70.90%,61.90%,3/4,01:24
09-Jun-03,Halle,Grass,R32,5,61,(1)Federer d. Sargis Sargsian [ARM],7-5 6-1,1.46,9.80%,1.60%,59.00%,75.00%,56.00%,1/2,01:21
26-May-03,Roland Garros,Clay,R128,5,88,Luis Horna [PER] d. (5)Federer,7-6(6) 6-2 7-6(3),0.84,9.70%,3.90%,57.30%,76.30%,40.90%,4/8,02:11
12-May-03,Hamburg Masters,Clay,R16,5,67,Mark Philippoussis [AUS] d. (3)Federer,6-3 2-6 6-3,0.98,1.20%,5.90%,61.20%,63.50%,39.40%,6/12,02:04
12-May-03,Hamburg Masters,Clay,R32,5,72,(3)Federer d. (Q)Sargis Sargsian [ARM],6-1 6-1,1.96,4.70%,0.00%,60.50%,69.20%,64.70%,1/2,00:52
12-May-03,Hamburg Masters,Clay,R64,5,28,(3)Federer d. Max Mirnyi [BLR],6-3 6-3,1.59,5.60%,0.00%,68.50%,73.00%,76.50%,5/5,00:57
05-May-03,Rome Masters,Clay,F,5,47,Felix Mantilla [ESP] d. (4)Federer,7-5 6-2 7-6(8),0.99,7.70%,6.70%,49.00%,68.60%,49.10%,5/11,02:41
05-May-03,Rome Masters,Clay,SF,5,3,(4)Federer d. (2)Juan Carlos Ferrero [ESP],6-4 4-2 RET,1.98,7.50%,2.50%,40.00%,87.50%,70.80%,1/1,00:57
05-May-03,Rome Masters,Clay,QF,5,100,(4)Federer d. (WC)Filippo Volandri [ITA],6-3 5-7 6-2,1.37,7.30%,0.00%,57.30%,78.70%,51.40%,1/4,02:02
05-May-03,Rome Masters,Clay,R16,5,19,(4)Federer d. Tommy Robredo [ESP],6-1 6-1,2.48,2.60%,5.30%,63.20%,83.30%,64.30%,0/0,00:49
05-May-03,Rome Masters,Clay,R32,5,39,(4)Federer d. Mariano Zabaleta [ARG],7-6(4) 6-2,1.38,19.20%,1.40%,69.90%,74.50%,50.00%,7/8,01:48
05-May-03,Rome Masters,Clay,R64,5,43,(4)Federer d. Paul Henri Mathieu [FRA],6-3 7-5,1.48,8.30%,6.70%,56.70%,73.50%,57.70%,5/7,01:27
28-Apr-03,Munich,Clay,F,5,35,(1)Federer d. (8)Jarkko Nieminen [FIN],6-1 6-4,1.6,8.00%,2.00%,56.00%,75.00%,54.50%,1/3,00:56
28-Apr-03,Munich,Clay,SF,5,63,(1)Federer d. Stefan Koubek [AUT],6-2 6-1,1.73,3.70%,1.90%,68.50%,67.60%,70.60%,6/6,00:55
28-Apr-03,Munich,Clay,QF,5,30,(1)Federer d. (6)Mikhail Youzhny [RUS],6-2 6-3,1.93,6.10%,0.00%,63.30%,83.90%,66.70%,1/1,01:01
28-Apr-03,Munich,Clay,R16,5,66,(1)Federer d. Raemon Sluiter [NED],6-4 6-3,1.48,1.90%,1.90%,59.60%,71.00%,66.70%,0/1,00:59
28-Apr-03,Munich,Clay,R32,5,103,(1)Federer d. Zeljko Krajan [CRO],6-4 6-3,1.23,9.50%,9.50%,57.10%,69.40%,51.90%,3/5,01:05
04-Apr-03,Davis Cup WG QF: FRA vs SUI,Hard,RR,5,62,Federer d. Nicolas Escude [FRA],6-4 7-5 6-2,,,,,,,,
04-Apr-03,Davis Cup WG QF: FRA vs SUI,Hard,RR,5,51,Federer d. Fabrice Santoro [FRA],6-1 6-0 6-2,,,,,,,,
17-Mar-03,Miami Masters,Hard,QF,4,9,(9)Albert Costa [ESP] d. (4)Federer,7-6(4) 4-6 7-6(7),1,10.20%,3.90%,61.40%,74.40%,46.90%,5/8,03:12
17-Mar-03,Miami Masters,Hard,R16,4,14,(4)Federer d. (14)Sjeng Schalken [NED],6-3 6-2,1.33,1.60%,4.70%,43.80%,75.00%,61.10%,3/3,01:17
17-Mar-03,Miami Masters,Hard,R32,4,33,(4)Federer d. (30)Juan Ignacio Chela [ARG],6-1 3-6 6-1,1.54,13.60%,3.00%,65.20%,76.70%,60.90%,1/2,01:15
17-Mar-03,Miami Masters,Hard,R64,4,82,(4)Federer d. (Q)Luis Horna [PER],6-2 7-5,1.84,12.10%,6.90%,58.60%,82.40%,62.50%,1/4,01:21
10-Mar-03,Indian Wells Masters,Hard,R32,4,24,Gustavo Kuerten [BRA] d. (4)Federer,7-5 7-6(3),0.87,5.30%,3.90%,56.60%,69.80%,48.50%,4/7,01:45
10-Mar-03,Indian Wells Masters,Hard,R64,4,46,(4)Federer d. Felix Mantilla [ESP],6-7(4) 6-4 4-1 RET,1.33,14.80%,4.90%,65.40%,79.20%,53.60%,1/5,01:48
24-Feb-03,Dubai,Hard,F,5,10,(1)Federer d. (3)Jiri Novak [CZE],6-1 7-6(2),1.32,5.10%,6.80%,39.00%,69.60%,58.30%,0/2,01:16
24-Feb-03,Dubai,Hard,SF,5,60,(1)Federer d. Ivan Ljubicic [CRO],6-3 6-2,2.48,6.80%,2.30%,65.90%,82.80%,80.00%,0/0,00:55
24-Feb-03,Dubai,Hard,QF,5,113,(1)Federer d. (WC)Hicham Arazi [MAR],7-5 6-3,1.18,5.20%,1.30%,68.80%,67.90%,54.20%,6/8,01:18
24-Feb-03,Dubai,Hard,R16,5,217,(1)Federer d. (Q)Maximilian Abel [GER],6-4 7-5,1.68,5.40%,3.60%,66.10%,86.50%,52.60%,0/1,01:19
24-Feb-03,Dubai,Hard,R32,5,103,(1)Federer d. Irakli Labadze [GEO],6-3 6-3,1.52,4.00%,4.00%,62.00%,80.60%,52.60%,3/4,01:03
17-Feb-03,Rotterdam,Hard,SF,5,46,Max Mirnyi [BLR] d. (2)Federer,5-7 6-3 6-4,0.91,6.40%,3.80%,61.50%,77.10%,56.70%,3/6,01:41
17-Feb-03,Rotterdam,Hard,QF,5,19,(2)Federer d. (8)Sjeng Schalken [NED],6-2 6-4,1.44,15.80%,5.30%,57.90%,75.80%,45.80%,1/3,01:06
17-Feb-03,Rotterdam,Hard,R16,5,32,(2)Federer d. Fabrice Santoro [FRA],6-0 6-4,2.55,2.50%,5.00%,60.00%,83.30%,75.00%,0/0,00:58
17-Feb-03,Rotterdam,Hard,R32,5,71,(2)Federer d. Thomas Enqvist [SWE],3-6 6-3 6-4,1.57,12.70%,7.00%,53.50%,92.10%,54.50%,1/5,01:37
10-Feb-03,Marseille,Hard,F,6,86,(1)Federer d. Jonas Bjorkman [SWE],6-2 7-6(6),1.49,7.90%,3.20%,65.10%,85.40%,45.50%,1/2,01:24
10-Feb-03,Marseille,Hard,SF,6,62,(1)Federer d. Karol Kucera [SVK],7-6(5) 6-3,1.7,5.30%,1.80%,71.90%,78.00%,75.00%,0/0,01:26
10-Feb-03,Marseille,Hard,QF,6,78,(1)Federer d. Raemon Sluiter [NED],6-4 4-6 6-4,1.08,12.90%,8.60%,61.30%,71.90%,58.30%,1/11,01:48
10-Feb-03,Marseille,Hard,R16,6,35,(1)Federer d. Jarkko Nieminen [FIN],6-3 6-3,1.3,15.20%,3.00%,59.10%,71.80%,55.60%,10/11,01:07
10-Feb-03,Marseille,Hard,R32,6,52,(1)Federer d. Ivan Ljubicic [CRO],7-6(3) RET,1.64,13.20%,5.30%,63.20%,87.50%,71.40%,0/0,00:51
07-Feb-03,Davis Cup WG R1: NED vs SUI,Carpet,RR,6,77,Federer d. Raemon Sluiter [NED],6-2 6-1 6-3,,,,,,,,
07-Feb-03,Davis Cup WG R1: NED vs SUI,Carpet,RR,6,19,Federer d. Sjeng Schalken [NED],7-6(2) 6-4 7-5,,,,,,,,
13-Jan-03,Australian Open,Hard,R16,6,12,(10)David Nalbandian [ARG] d. (6)Federer,6-4 3-6 6-1 1-6 6-3,0.92,6.10%,6.10%,52.00%,75.30%,36.60%,1/9,02:58
13-Jan-03,Australian Open,Hard,R32,6,145,(6)Federer d. (Q)Andreas Vinciguerra [SWE],6-3 6-4 6-2,1.96,12.50%,0.00%,62.50%,82.20%,66.70%,2/3,01:36
13-Jan-03,Australian Open,Hard,R64,6,76,(6)Federer d. Lars Burgsmuller [GER],6-3 6-0 6-3,1.62,4.20%,5.60%,44.40%,75.00%,62.50%,0/1,01:44
13-Jan-03,Australian Open,Hard,R128,6,83,(6)Federer d. Flavio Saretta [BRA],7-6(4) 7-5 6-3,1.14,6.30%,6.30%,55.60%,68.60%,50.00%,9/12,02:48
06-Jan-03,Sydney,Hard,R32,6,81,(LL)Franco Squillari [ARG] d. (4)Federer,6-2 6-3,0.58,4.80%,7.90%,66.70%,61.90%,33.30%,4/8,00:54
30-Dec-02,Doha,Hard,QF,6,42,(9)Jan Michael Gambill [USA] d. (1)Federer,6-4 7-5,0.75,2.60%,5.10%,56.40%,65.90%,47.10%,6/9,01:34
30-Dec-02,Doha,Hard,R16,6,69,(1)Federer d. Michel Kratochvil [SUI],6-4 6-4,1.2,15.00%,3.30%,60.00%,80.60%,50.00%,3/4,01:08
30-Dec-02,Doha,Hard,R32,6,139,(1)Federer d. (LL)Andrei Stoliarov [RUS],6-2 6-7(4) 6-4,1.1,15.00%,4.70%,60.70%,80.00%,50.00%,4/4,01:56
11-Nov-02,Masters Cup,Hard,SF,6,1,Lleyton Hewitt [AUS] d. Federer,7-5 5-7 7-5,0.97,2.60%,4.40%,54.40%,66.10%,46.20%,1/7,03:00
11-Nov-02,Masters Cup,Hard,RR,6,4,Federer d. Juan Carlos Ferrero [ESP],6-3 6-4,1.63,7.30%,9.10%,54.50%,90.00%,60.00%,2/2,01:12
11-Nov-02,Masters Cup,Hard,RR,6,7,Federer d. Jiri Novak [CZE],6-0 4-6 6-2,1.73,9.90%,0.00%,57.70%,80.50%,60.00%,4/5,01:31
11-Nov-02,Masters Cup,Hard,RR,6,14,Federer d. Thomas Johansson [SWE],6-3 7-5,1.53,10.80%,3.10%,67.70%,79.50%,61.90%,2/2,01:14
28-Oct-02,Paris Masters,Carpet,QF,8,1,(1)Lleyton Hewitt [AUS] d. (8)Federer,6-4 6-4,0.82,11.80%,1.50%,58.80%,70.00%,42.90%,6/8,01:31
28-Oct-02,Paris Masters,Carpet,R16,8,7,(8)Federer d. (9)Tommy Haas [GER],6-2 7-6(2),1.55,10.90%,6.30%,48.40%,96.80%,51.50%,1/1,01:15
28-Oct-02,Paris Masters,Carpet,R32,8,26,(8)Federer d. Xavier Malisse [BEL],6-2 6-4,1.45,10.40%,2.10%,66.70%,78.10%,50.00%,0/1,00:52
21-Oct-02,Basel,Carpet,SF,8,18,(6)David Nalbandian [ARG] d. (3)Federer,6-7(2) 7-5 6-3,0.96,10.40%,2.10%,76.00%,74.00%,26.10%,4/9,02:13
21-Oct-02,Basel,Carpet,QF,8,12,(3)Federer d. (5)Andy Roddick [USA],7-6(5) 6-1,2.11,8.00%,2.00%,58.00%,79.30%,81.00%,0/0,01:10
21-Oct-02,Basel,Carpet,R16,8,143,(3)Federer d. (Q)Alexander Waske [GER],6-3 7-6(1),1.93,13.30%,1.70%,66.70%,90.00%,70.00%,2/2,01:08
21-Oct-02,Basel,Carpet,R32,8,92,(3)Federer d. (LL)Martin Verkerk [NED],6-3 6-3,1.62,8.20%,2.00%,63.30%,83.90%,50.00%,1/2,01:16
14-Oct-02,Madrid Masters,Hard,QF,7,50,(Q)Fabrice Santoro [FRA] d. (12)Federer,7-5 6-3,0.92,6.70%,1.70%,73.30%,70.50%,37.50%,3/6,01:18
14-Oct-02,Madrid Masters,Hard,R16,7,30,(12)Federer d. Nicolas Lapentti [ECU],6-3 6-4,1.64,6.70%,0.00%,68.30%,78.00%,68.40%,2/2,01:21
14-Oct-02,Madrid Masters,Hard,R32,7,25,(12)Federer d. Marcelo Rios [CHI],6-4 6-2,1.54,9.40%,5.70%,52.80%,75.00%,56.00%,2/4,01:05
07-Oct-02,Vienna,Hard,F,13,12,(6)Federer d. (5)Jiri Novak [CZE],6-4 6-1 3-6 6-4,1.17,10.30%,2.60%,58.60%,66.20%,62.50%,7/10,02:09
07-Oct-02,Vienna,Hard,SF,13,9,(6)Federer d. (4)Carlos Moya [ESP],6-2 6-3,1.87,7.50%,1.90%,67.90%,72.20%,82.40%,4/4,01:06
07-Oct-02,Vienna,Hard,QF,13,73,(6)Federer d. (Q)Bohdan Ulihrach [CZE],6-3 6-3,2.39,10.60%,0.00%,59.60%,92.90%,63.20%,1/1,01:00
07-Oct-02,Vienna,Hard,R16,13,36,(6)Federer d. Tommy Robredo [ESP],6-2 6-7(5) 6-4,1.11,3.80%,1.90%,55.70%,67.80%,57.40%,3/4,01:56
07-Oct-02,Vienna,Hard,R32,13,115,(6)Federer d. (Q)Zeljko Krajan [CRO],7-5 6-1,1.77,10.90%,0.00%,70.90%,76.90%,62.50%,1/2,01:06
30-Sep-02,Moscow,Carpet,QF,13,4,(1)Marat Safin [RUS] d. (5)Federer,7-5 6-4,0.61,6.70%,2.70%,61.30%,69.60%,51.70%,3/5,01:19
30-Sep-02,Moscow,Carpet,R16,13,35,(5)Federer d. Jarkko Nieminen [FIN],6-1 6-4,1.26,5.70%,5.70%,49.10%,96.20%,48.10%,1/1,00:51
30-Sep-02,Moscow,Carpet,R32,13,167,(5)Federer d. (WC)Denis Golovanov [RUS],6-0 6-1,2.58,10.50%,2.60%,73.70%,82.10%,60.00%,0/0,00:37
20-Sep-02,Davis Cup WG PO: MAR vs SUI,Clay,RR,13,70,Federer d. Hicham Arazi [MAR],6-3 6-2 6-1,,,,,,,,
20-Sep-02,Davis Cup WG PO: MAR vs SUI,Clay,RR,13,19,Federer d. Younes El Aynaoui [MAR],6-3 6-2 6-1,,,,,,,,
26-Aug-02,US Open,Hard,R16,13,34,(32)Max Mirnyi [BLR] d. (13)Federer,6-3 7-6(5) 6-4,0.77,4.30%,4.30%,51.60%,72.90%,62.20%,5/7,01:52
26-Aug-02,US Open,Hard,R32,13,19,(13)Federer d. (19)Xavier Malisse [BEL],4-6 6-3 6-4 6-4,1.21,7.10%,3.60%,55.40%,77.40%,58.00%,3/6,02:13
26-Aug-02,US Open,Hard,R64,13,132,(13)Federer d. Michael Chang [USA],6-3 6-1 6-3,1.54,14.80%,8.60%,67.90%,78.20%,46.20%,4/5,01:35
26-Aug-02,US Open,Hard,R128,13,157,(13)Federer d. Jiri Vanek [CZE],6-1 6-3 4-6 7-5,1.37,7.60%,6.70%,55.20%,75.90%,59.60%,0/3,02:06
19-Aug-02,Long Island,Hard,R32,13,65,Nicolas Massu [CHI] d. (2)Federer,6-7(5) 6-1 6-3,0.72,5.30%,6.20%,54.00%,65.60%,46.20%,1/10,02:00
05-Aug-02,Cincinnati Masters,Hard,R64,14,34,Ivan Ljubicic [CRO] d. (10)Federer,2-6 6-4 6-3,0.87,9.20%,6.60%,51.30%,76.90%,56.80%,2/4,01:41
29-Jul-02,Canada Masters,Hard,R64,10,19,Guillermo Canas [ARG] d. (10)Federer,7-6(10) 7-5,0.59,7.10%,7.10%,58.30%,79.60%,42.90%,2/4,01:41
08-Jul-02,Gstaad,Clay,R16,11,110,(Q)Radek Stepanek [CZE] d. (3)Federer,3-6 6-3 6-2,0.73,8.40%,2.40%,45.80%,71.10%,57.80%,5/8,01:25
