Date,Tournament,Surface,Rd,Rk,vRk,Result,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
11-Jun-12,Halle,Grass,R16,3,29,(2)Federer d. Florian Mayer [GER],6-4 7-5,1.32,18.60%,1.70%,71.20%,76.20%,76.50%,1/1,01:14
27-May-12,Roland Garros,Clay,SF,3,1,(1)Novak Djokovic [SRB] d. (3)Federer,6-4 7-5 6-3,0.72,10.50%,3.50%,55.80%,56.30%,44.70%,3/10,02:05
27-May-12,Roland Garros,Clay,QF,3,9,(3)Federer d. (9)Juan Martin Del Potro [ARG],3-6 6-7(4) 6-2 6-0 6-3,1.26,8.00%,0.70%,58.00%,68.80%,60.30%,6/10,03:14
27-May-12,Roland Garros,Clay,R16,3,109,(3)Federer d. (LL)David Goffin [BEL],5-7 7-5 6-2 6-4,1.48,9.60%,0.80%,60.80%,81.60%,63.30%,7/8,02:54
27-May-12,Roland Garros,Clay,R32,3,89,(3)Federer d. Nicolas Mahut [FRA],6-3 4-6 6-2 7-5,1.69,6.70%,2.90%,57.70%,81.70%,65.90%,1/3,02:37
27-May-12,Roland Garros,Clay,R64,3,92,(3)Federer d. Adrian Ungur [ROU],6-3 6-2 6-7(6) 6-3,1.33,11.50%,0.80%,63.80%,78.30%,66.00%,6/6,02:27
27-May-12,Roland Garros,Clay,R128,3,78,(3)Federer d. Tobias Kamke [GER],6-2 7-5 6-3,1.33,6.90%,5.00%,59.40%,66.70%,51.20%,4/7,01:57
13-May-12,Rome Masters,Clay,SF,2,1,(1)Novak Djokovic [SRB] d. (3)Federer,6-2 7-6(4),0.78,9.20%,0.00%,49.20%,78.10%,48.50%,3/6,01:40
13-May-12,Rome Masters,Clay,QF,2,30,(3)Federer d. Andreas Seppi [ITA],6-1 6-2,2.19,2.10%,2.10%,80.90%,76.30%,77.80%,3/3,00:54
13-May-12,Rome Masters,Clay,R16,2,47,(3)Federer d. Juan Carlos Ferrero [ESP],6-2 5-7 6-1,1.6,15.80%,1.30%,51.30%,84.60%,62.20%,2/3,01:48
13-May-12,Rome Masters,Clay,R32,2,38,(3)Federer d. Carlos Berlocq [ARG],6-3 6-4,1.46,3.70%,0.00%,61.10%,81.80%,61.90%,4/5,01:10
06-May-12,Madrid Masters,Clay,F,3,7,(3)Federer d. (6)Tomas Berdych [CZE],3-6 7-5 7-5,1.01,12.50%,1.90%,65.40%,75.00%,41.70%,6/9,02:38
06-May-12,Madrid Masters,Clay,SF,3,8,(3)Federer d. (7)Janko Tipsarevic [SRB],6-2 6-3,1.78,15.70%,5.90%,70.60%,75.00%,80.00%,1/1,01:07
06-May-12,Madrid Masters,Clay,QF,3,6,(3)Federer d. (5)David Ferrer [ESP],6-4 6-4,3.14,15.20%,0.00%,78.30%,86.10%,90.00%,0/0,01:22
06-May-12,Madrid Masters,Clay,R16,3,18,(3)Federer d. (14)Richard Gasquet [FRA],6-3 6-2,1.51,18.50%,0.00%,70.40%,86.80%,37.50%,2/2,00:58
06-May-12,Madrid Masters,Clay,R32,3,23,(3)Federer d. Milos Raonic [CAN],4-6 7-5 7-6(4),0.79,6.30%,1.80%,64.00%,78.90%,52.50%,7/8,02:14
21-Mar-12,Miami Masters,Hard,R32,3,34,(31)Andy Roddick [USA] d. (3)Federer,7-6(4) 1-6 6-4,1.3,14.70%,1.30%,58.70%,84.10%,61.30%,1/2,02:01
21-Mar-12,Miami Masters,Hard,R64,3,73,(3)Federer d. (WC)Ryan Harrison [USA],6-2 7-6(3),1.82,9.40%,1.90%,64.20%,85.30%,68.40%,0/1,01:24
08-Mar-12,Indian Wells Masters,Hard,F,3,11,(3)Federer d. (11)John Isner [USA],7-6(7) 6-3,2.19,12.50%,3.60%,62.50%,94.30%,66.70%,3/3,01:22
08-Mar-12,Indian Wells Masters,Hard,SF,3,2,(3)Federer d. (2)Rafael Nadal [ESP],6-3 6-4,1.3,10.70%,3.60%,64.30%,63.90%,65.00%,2/4,01:32
08-Mar-12,Indian Wells Masters,Hard,QF,3,9,(3)Federer d. (9)Juan Martin Del Potro [ARG],6-3 6-2,1.3,21.00%,0.00%,56.50%,80.00%,59.30%,3/3,01:10
08-Mar-12,Indian Wells Masters,Hard,R16,3,50,(3)Federer d. Thomaz Bellucci [BRA],3-6 6-3 6-4,1.32,11.00%,1.40%,67.10%,81.60%,54.20%,1/3,01:41
08-Mar-12,Indian Wells Masters,Hard,R32,3,27,(3)Federer d. (27)Milos Raonic [CAN],6-7(4) 6-2 6-4,1.42,11.40%,6.80%,58.00%,88.20%,62.20%,3/3,02:08
08-Mar-12,Indian Wells Masters,Hard,R64,3,185,(3)Federer d. (WC)Denis Kudla [USA],6-4 6-1,1.83,17.40%,2.20%,60.90%,78.60%,55.60%,1/2,00:57
27-Feb-12,Dubai,Hard,F,3,4,(2)Federer d. (3)Andy Murray [GBR],7-5 6-4,1.33,6.30%,3.10%,50.00%,75.00%,65.60%,2/3,01:37
27-Feb-12,Dubai,Hard,SF,3,10,(2)Federer d. (8)Juan Martin Del Potro [ARG],7-6(5) 7-6(6),1.4,14.90%,5.40%,60.80%,88.90%,62.10%,0/0,02:00
27-Feb-12,Dubai,Hard,QF,3,34,(2)Federer d. Mikhail Youzhny [RUS],6-3 6-4,1.58,9.30%,0.00%,53.70%,69.00%,80.00%,0/0,01:10
27-Feb-12,Dubai,Hard,R16,3,15,(2)Federer d. Feliciano Lopez [ESP],7-5 6-3,2.05,22.60%,1.90%,69.80%,91.90%,62.50%,0/0,01:16
27-Feb-12,Dubai,Hard,R32,3,40,(2)Federer d. Michael Llodra [FRA],6-0 7-6(6),1.74,12.30%,1.80%,45.60%,80.80%,71.00%,2/2,01:07
13-Feb-12,Rotterdam,Hard,F,3,10,(1)Federer d. (3)Juan Martin Del Potro [ARG],6-1 6-4,1.25,7.20%,4.30%,49.30%,79.40%,51.40%,7/7,01:26
13-Feb-12,Rotterdam,Hard,SF,3,49,(1)Federer d. Nikolay Davydenko [RUS],4-6 6-3 6-4,1.18,7.60%,1.10%,62.00%,70.20%,57.10%,5/7,02:16
13-Feb-12,Rotterdam,Hard,QF,3,46,(1)Federer d. Jarkko Nieminen [FIN],7-5 7-6(2),1.77,11.80%,1.50%,61.80%,85.70%,69.20%,0/0,01:31
13-Feb-12,Rotterdam,Hard,R16,3,31,(1)Federer d. Mikhail Youzhny [RUS],W/O,,,,,,,,
13-Feb-12,Rotterdam,Hard,R32,3,83,(1)Federer d. Nicolas Mahut [FRA],6-4 6-4,1.55,5.70%,1.90%,64.20%,82.40%,68.40%,0/0,01:07
10-Feb-12,Davis Cup WG R1: SUI vs USA,Clay,RR,3,17,John Isner [USA] d. Federer,4-6 6-3 7-6(4) 6-2,,,,,,,,
16-Jan-12,Australian Open,Hard,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Federer,6-7(5) 6-2 7-6(5) 6-4,0.86,8.10%,3.70%,63.70%,66.30%,55.10%,1/10,03:42
16-Jan-12,Australian Open,Hard,QF,3,11,(3)Federer d. (11)Juan Martin Del Potro [ARG],6-4 6-3 6-2,1.77,5.20%,1.30%,57.10%,88.60%,57.60%,5/6,01:59
16-Jan-12,Australian Open,Hard,R16,3,38,(3)Federer d. Bernard Tomic [AUS],6-4 6-2 6-2,1.75,17.10%,3.90%,57.90%,84.10%,56.30%,4/5,01:44
16-Jan-12,Australian Open,Hard,R32,3,57,(3)Federer d. Ivo Karlovic [CRO],7-6(6) 7-5 6-3,1.63,9.10%,0.00%,61.60%,80.30%,73.70%,2/2,02:17
16-Jan-12,Australian Open,Hard,R64,3,93,(3)Federer d. Andreas Beck [GER],W/O,,,,,,,,
16-Jan-12,Australian Open,Hard,R128,3,172,(3)Federer d. (Q)Alexander Kudryavtsev [RUS],7-5 6-2 6-2,1.72,16.10%,2.30%,64.40%,78.60%,58.10%,3/4,01:38
02-Jan-12,Doha,Hard,SF,3,6,(3)Jo Wilfried Tsonga [FRA] d. (2)Federer,W/O,,,,,,,,
02-Jan-12,Doha,Hard,QF,3,38,(2)Federer d. (8)Andreas Seppi [ITA],6-3 5-7 6-4,1.11,12.60%,2.10%,69.50%,71.20%,48.30%,5/9,01:38
02-Jan-12,Doha,Hard,R16,3,116,(2)Federer d. (Q)Grega Zemlja [SLO],6-2 6-3,1.96,4.10%,0.00%,65.30%,75.00%,82.40%,2/2,01:01
02-Jan-12,Doha,Hard,R32,3,41,(2)Federer d. Nikolay Davydenko [RUS],6-2 6-2,2.33,9.80%,0.00%,85.40%,77.10%,83.30%,0/0,00:54
20-Nov-11,Tour Finals,Hard,F,4,6,Federer d. Jo Wilfried Tsonga [FRA],6-3 6-7(6) 6-3,1.24,11.20%,2.00%,55.10%,79.60%,59.10%,2/3,02:19
20-Nov-11,Tour Finals,Hard,SF,4,5,Federer d. David Ferrer [ESP],7-5 6-3,1.63,10.20%,0.00%,62.70%,86.50%,59.10%,0/0,01:26
20-Nov-11,Tour Finals,Hard,RR,4,2,Federer d. Rafael Nadal [ESP],6-3 6-0,2.68,15.00%,2.50%,67.50%,85.20%,69.20%,0/0,01:01
20-Nov-11,Tour Finals,Hard,RR,4,8,Federer d. Mardy Fish [USA],6-1 3-6 6-3,1.25,8.40%,0.00%,59.00%,73.50%,55.90%,7/9,01:48
20-Nov-11,Tour Finals,Hard,RR,4,6,Federer d. Jo Wilfried Tsonga [FRA],6-2 2-6 6-4,1.08,4.10%,1.40%,65.80%,77.10%,60.00%,0/2,01:29
07-Nov-11,Paris Masters,Hard,F,4,8,(3)Federer d. (6)Jo Wilfried Tsonga [FRA],6-1 7-6(3),1.34,5.70%,1.40%,61.40%,88.40%,51.90%,4/4,01:26
07-Nov-11,Paris Masters,Hard,SF,4,7,(3)Federer d. (5)Tomas Berdych [CZE],6-4 6-3,1.99,10.90%,6.50%,69.60%,90.60%,50.00%,0/0,01:20
07-Nov-11,Paris Masters,Hard,QF,4,34,(3)Federer d. Juan Monaco [ARG],6-3 7-5,1.2,10.00%,0.00%,61.40%,81.40%,44.40%,1/2,01:25
07-Nov-11,Paris Masters,Hard,R16,4,20,(3)Federer d. (16)Richard Gasquet [FRA],6-2 6-4,2.31,6.80%,2.30%,75.00%,81.80%,72.70%,2/3,01:06
07-Nov-11,Paris Masters,Hard,R32,4,85,(3)Federer d. (WC)Adrian Mannarino [FRA],6-2 6-3,4.19,10.00%,0.00%,65.00%,88.50%,92.90%,0/0,00:56
31-Oct-11,Basel,Hard,F,4,32,(3)Federer d. (WC)Kei Nishikori [JPN],6-1 6-3,3.1,12.80%,0.00%,64.10%,88.00%,78.60%,1/1,01:12
31-Oct-11,Basel,Hard,SF,4,19,(3)Federer d. Stan Wawrinka [SUI],7-6(5) 6-2,1.32,4.80%,4.80%,59.70%,75.70%,52.00%,0/1,01:28
31-Oct-11,Basel,Hard,QF,4,15,(3)Federer d. (7)Andy Roddick [USA],6-3 6-2,2.01,10.60%,2.10%,53.20%,84.00%,72.70%,0/0,01:04
31-Oct-11,Basel,Hard,R16,4,66,(3)Federer d. Jarkko Nieminen [FIN],6-1 4-6 6-3,1.32,12.80%,5.10%,53.80%,88.10%,41.70%,3/5,01:35
31-Oct-11,Basel,Hard,R32,4,54,(3)Federer d. Potito Starace [ITA],7-6(3) 6-4,1.33,6.20%,7.70%,66.20%,88.40%,54.50%,1/1,01:19
16-Sep-11,Davis Cup WG PO: AUS vs SUI,Grass,RR,3,199,Federer d. Lleyton Hewitt [AUS],5-7 7-6(5) 6-2 6-3,,,,,,,,
16-Sep-11,Davis Cup WG PO: AUS vs SUI,Grass,RR,3,59,Federer d. Bernard Tomic [AUS],6-2 7-5 3-6 6-3,,,,,,,,
29-Aug-11,US Open,Hard,SF,3,1,(1)Novak Djokovic [SRB] d. (3)Federer,6-7(7) 4-6 6-3 6-2 7-5,0.77,6.70%,2.40%,61.60%,67.30%,55.60%,6/12,03:51
29-Aug-11,US Open,Hard,QF,3,11,(3)Federer d. (11)Jo Wilfried Tsonga [FRA],6-4 6-3 6-3,1.37,5.80%,2.30%,70.90%,77.00%,44.00%,1/3,01:53
29-Aug-11,US Open,Hard,R16,3,36,(3)Federer d. Juan Monaco [ARG],6-1 6-2 6-0,2.6,23.70%,1.70%,66.10%,84.60%,65.00%,0/0,01:22
29-Aug-11,US Open,Hard,R32,3,28,(3)Federer d. (27)Marin Cilic [CRO],6-3 4-6 6-4 6-2,1.32,5.60%,2.80%,58.30%,74.60%,62.20%,7/9,02:40
29-Aug-11,US Open,Hard,R64,3,93,(3)Federer d. Dudi Sela [ISR],6-3 6-2 6-2,3.27,10.00%,1.70%,71.70%,88.40%,82.40%,0/0,01:17
29-Aug-11,US Open,Hard,R128,3,54,(3)Federer d. Santiago Giraldo [COL],6-4 6-3 6-2,1.35,6.00%,3.60%,61.40%,70.60%,46.90%,0/3,01:46
14-Aug-11,Cincinnati Masters,Hard,QF,3,9,(8)Tomas Berdych [CZE] d. (3)Federer,6-2 7-6(3),0.59,13.60%,2.50%,65.40%,75.50%,25.00%,5/7,01:32
14-Aug-11,Cincinnati Masters,Hard,R16,3,84,(3)Federer d. (WC)James Blake [USA],6-4 6-1,1.83,9.80%,2.40%,53.70%,81.80%,63.20%,0/1,00:55
14-Aug-11,Cincinnati Masters,Hard,R32,3,19,(3)Federer d. Juan Martin Del Potro [ARG],6-3 7-5,1.58,19.70%,1.60%,75.40%,82.60%,46.70%,1/1,01:32
08-Aug-11,Canada Masters,Hard,R16,3,16,(13)Jo Wilfried Tsonga [FRA] d. (3)Federer,7-6(3) 4-6 6-1,0.78,10.80%,2.20%,62.40%,74.10%,45.70%,7/9,02:14
08-Aug-11,Canada Masters,Hard,R32,3,155,(3)Federer d. (WC)Vasek Pospisil [CAN],7-5 6-3,2.54,7.70%,0.00%,57.70%,83.30%,86.40%,0/0,01:18
08-Jul-11,Davis Cup G1 R2: SUI vs POR,Hard,RR,3,93,Federer d. Rui Machado [POR],5-7 6-3 6-4 6-2,,,,,,,,
20-Jun-11,Wimbledon,Grass,QF,3,19,(12)Jo Wilfried Tsonga [FRA] d. (3)Federer,3-6 6-7(3) 6-4 6-4 6-4,1.2,12.40%,0.70%,75.20%,77.70%,70.60%,6/9,03:08
20-Jun-11,Wimbledon,Grass,R16,3,17,(3)Federer d. (18)Mikhail Youzhny [RUS],6-7(5) 6-3 6-3 6-3,1.53,12.30%,0.90%,62.30%,84.50%,51.20%,6/7,03:02
20-Jun-11,Wimbledon,Grass,R32,3,23,(3)Federer d. (28)David Nalbandian [ARG],6-4 6-2 6-4,1.41,15.70%,0.00%,70.80%,77.80%,53.80%,2/3,01:46
20-Jun-11,Wimbledon,Grass,R64,3,55,(3)Federer d. Adrian Mannarino [FRA],6-2 6-3 6-2,2.79,17.20%,0.00%,64.10%,85.40%,78.30%,3/3,01:28
20-Jun-11,Wimbledon,Grass,R128,3,61,(3)Federer d. Mikhail Kukushkin [KAZ],7-6(2) 6-4 6-2,2.44,15.00%,1.30%,71.30%,89.50%,73.90%,1/3,01:42
22-May-11,Roland Garros,Clay,F,3,1,(1)Rafael Nadal [ESP] d. (3)Federer,7-5 7-6(3) 5-7 6-1,0.92,8.70%,0.80%,63.50%,68.80%,39.10%,1/8,03:40
22-May-11,Roland Garros,Clay,SF,3,2,(3)Federer d. (2)Novak Djokovic [SRB],7-6(5) 6-3 3-6 7-6(5),1.22,12.80%,1.40%,64.50%,76.90%,50.00%,1/9,03:39
22-May-11,Roland Garros,Clay,QF,3,9,(3)Federer d. (9)Gael Monfils [FRA],6-4 6-3 7-6(3),1.47,4.50%,3.40%,53.40%,76.60%,61.00%,1/4,02:34
22-May-11,Roland Garros,Clay,R16,3,14,(3)Federer d. (14)Stan Wawrinka [SUI],6-3 6-2 7-5,1.66,10.40%,2.60%,63.60%,81.60%,64.30%,1/2,01:46
22-May-11,Roland Garros,Clay,R32,3,32,(3)Federer d. (29)Janko Tipsarevic [SRB],6-1 6-4 6-3,1.69,13.20%,2.60%,67.10%,84.30%,56.00%,1/1,01:30
22-May-11,Roland Garros,Clay,R64,3,181,(3)Federer d. (WC)Maxime Teixeira [FRA],6-3 6-0 6-2,2.24,11.10%,0.00%,69.80%,81.80%,63.20%,0/1,01:24
22-May-11,Roland Garros,Clay,R128,3,41,(3)Federer d. Feliciano Lopez [ESP],6-3 6-4 7-6(3),1.54,13.50%,0.00%,62.90%,85.70%,60.60%,0/0,01:59
08-May-11,Rome Masters,Clay,R16,3,16,(16)Richard Gasquet [FRA] d. (3)Federer,4-6 7-6(2) 7-6(4),1.19,8.60%,2.20%,63.40%,83.10%,55.90%,1/3,02:20
08-May-11,Rome Masters,Clay,R32,3,18,(3)Federer d. Jo Wilfried Tsonga [FRA],6-4 6-2,1.3,3.00%,0.00%,65.20%,74.40%,56.50%,7/7,01:23
01-May-11,Madrid Masters,Clay,SF,3,1,(1)Rafael Nadal [ESP] d. (3)Federer,5-7 6-1 6-3,0.8,0.00%,1.00%,61.20%,65.10%,40.00%,7/12,02:36
01-May-11,Madrid Masters,Clay,QF,3,5,(3)Federer d. (5)Robin Soderling [SWE],7-6(2) 6-4,1.28,11.00%,2.70%,60.30%,77.30%,65.50%,2/2,01:43
01-May-11,Madrid Masters,Clay,R16,3,49,(3)Federer d. Xavier Malisse [BEL],6-4 6-3,1.55,9.60%,0.00%,61.50%,75.00%,70.00%,1/2,01:11
01-May-11,Madrid Masters,Clay,R32,3,39,(3)Federer d. Feliciano Lopez [ESP],7-6(13) 6-7(1) 7-6(7),1.08,18.40%,2.20%,68.40%,80.60%,65.10%,4/5,02:56
10-Apr-11,Monte Carlo Masters,Clay,QF,3,9,(7)Jurgen Melzer [AUT] d. (2)Federer,6-4 6-4,0.82,3.00%,0.00%,66.70%,65.90%,50.00%,3/5,01:44
10-Apr-11,Monte Carlo Masters,Clay,R16,3,22,(2)Federer d. (15)Marin Cilic [CRO],6-4 6-3,1.56,0.00%,0.00%,70.40%,78.90%,75.00%,1/1,01:12
10-Apr-11,Monte Carlo Masters,Clay,R32,3,32,(2)Federer d. Philipp Kohlschreiber [GER],6-2 6-1,2.14,10.90%,4.30%,71.70%,87.90%,46.20%,1/1,00:50
23-Mar-11,Miami Masters,Hard,SF,3,1,(1)Rafael Nadal [ESP] d. (3)Federer,6-3 6-2,0.48,10.30%,1.70%,60.30%,57.10%,47.80%,1/5,01:19
23-Mar-11,Miami Masters,Hard,QF,3,27,(3)Federer d. (25)Gilles Simon [FRA],3-0 RET,4.44,0.00%,0.00%,60.00%,66.70%,100.00%,0/0,00:11
23-Mar-11,Miami Masters,Hard,R16,3,89,(3)Federer d. (Q)Olivier Rochus [BEL],6-3 6-1,3.57,16.20%,2.70%,67.60%,88.00%,83.30%,0/0,00:53
23-Mar-11,Miami Masters,Hard,R32,3,35,(3)Federer d. (32)Juan Monaco [ARG],7-6(4) 6-4,1.36,4.70%,3.10%,50.00%,84.40%,59.40%,1/2,01:44
23-Mar-11,Miami Masters,Hard,R64,3,68,(3)Federer d. Radek Stepanek [CZE],6-3 6-3,2.03,14.90%,2.10%,70.20%,81.80%,71.40%,1/1,01:02
10-Mar-11,Indian Wells Masters,Hard,SF,2,3,(3)Novak Djokovic [SRB] d. (2)Federer,6-3 3-6 6-2,0.92,1.20%,2.40%,56.50%,68.80%,40.50%,1/10,02:07
10-Mar-11,Indian Wells Masters,Hard,QF,2,14,(2)Federer d. (12)Stan Wawrinka [SUI],6-3 6-4,1.61,3.80%,3.80%,55.80%,89.70%,65.20%,2/2,01:04
10-Mar-11,Indian Wells Masters,Hard,R16,2,152,(2)Federer d. (WC)Ryan Harrison [USA],7-6(4) 6-3,1.39,14.70%,4.40%,61.80%,78.60%,53.80%,6/8,01:25
10-Mar-11,Indian Wells Masters,Hard,R32,2,32,(2)Federer d. (29)Juan Ignacio Chela [ARG],6-0 6-2,2,4.80%,0.00%,59.50%,80.00%,58.80%,1/1,00:58
10-Mar-11,Indian Wells Masters,Hard,R64,2,96,(2)Federer d. Igor Andreev [RUS],7-5 7-6(4),1.35,5.80%,5.80%,53.60%,91.90%,53.10%,0/1,01:35
21-Feb-11,Dubai,Hard,F,2,3,(2)Novak Djokovic [SRB] d. (1)Federer,6-3 6-3,0.57,8.60%,1.70%,60.30%,62.90%,39.10%,6/10,01:12
21-Feb-11,Dubai,Hard,SF,2,28,(1)Federer d. Richard Gasquet [FRA],6-2 7-5,1.47,10.50%,1.80%,66.70%,78.90%,47.40%,1/2,01:14
21-Feb-11,Dubai,Hard,QF,2,43,(1)Federer d. Sergiy Stakhovsky [UKR],6-3 6-4,1.18,9.00%,3.00%,62.70%,71.40%,56.00%,8/9,01:13
21-Feb-11,Dubai,Hard,R16,2,53,(1)Federer d. Marcel Granollers [ESP],6-3 6-4,1.15,6.60%,4.90%,57.40%,80.00%,57.70%,2/2,01:10
21-Feb-11,Dubai,Hard,R32,2,79,(1)Federer d. (WC)Somdev Devvarman [IND],6-3 6-3,1.73,7.40%,7.40%,66.70%,83.30%,55.60%,2/2,01:16
17-Jan-11,Australian Open,Hard,SF,2,3,(3)Novak Djokovic [SRB] d. (2)Federer,7-6(3) 7-5 6-4,0.97,4.80%,0.00%,59.00%,72.60%,46.50%,1/9,03:00
17-Jan-11,Australian Open,Hard,QF,2,19,(2)Federer d. (19)Stan Wawrinka [SUI],6-1 6-3 6-3,1.62,6.70%,0.00%,77.30%,72.40%,76.50%,1/1,01:47
17-Jan-11,Australian Open,Hard,R16,2,52,(2)Federer d. Tommy Robredo [ESP],6-3 3-6 6-3 6-2,1.38,10.50%,1.00%,69.50%,79.50%,59.40%,1/2,02:25
17-Jan-11,Australian Open,Hard,R32,2,45,(2)Federer d. Xavier Malisse [BEL],6-3 6-3 6-1,1.45,7.20%,1.20%,60.20%,70.00%,51.50%,1/3,01:45
17-Jan-11,Australian Open,Hard,R64,2,34,(2)Federer d. Gilles Simon [FRA],6-2 6-3 4-6 4-6 6-3,1.27,8.70%,0.80%,61.10%,79.20%,42.90%,4/9,03:13
17-Jan-11,Australian Open,Hard,R128,2,97,(2)Federer d. Lukas Lacko [SVK],6-1 6-1 6-3,2.61,13.60%,1.70%,64.40%,86.80%,66.70%,0/1,01:24
03-Jan-11,Doha,Hard,F,2,22,(2)Federer d. (4)Nikolay Davydenko [RUS],6-3 6-4,1.9,9.80%,2.00%,66.70%,79.40%,76.50%,0/0,01:20
03-Jan-11,Doha,Hard,SF,2,13,(2)Federer d. (3)Jo Wilfried Tsonga [FRA],6-3 7-6(2),2.01,5.00%,0.00%,66.70%,82.50%,80.00%,0/0,01:25
03-Jan-11,Doha,Hard,QF,2,28,(2)Federer d. (6)Viktor Troicki [SRB],6-2 6-2,1.95,0.00%,0.00%,69.80%,80.00%,61.50%,0/0,01:05
03-Jan-11,Doha,Hard,R16,2,117,(2)Federer d. (Q)Marco Chiudinelli [SUI],7-6(5) 7-5,1.6,10.40%,1.50%,64.20%,76.70%,70.80%,0/1,01:48
03-Jan-11,Doha,Hard,R32,2,168,(2)Federer d. (Q)Thomas Schoorel [NED],7-6(3) 6-3,1.5,18.60%,0.00%,65.70%,80.40%,66.70%,6/6,01:19
21-Nov-10,Tour Finals,Hard,F,2,1,Federer d. Rafael Nadal [ESP],6-3 3-6 6-1,1.72,10.90%,1.60%,62.50%,92.50%,58.30%,1/2,01:38
21-Nov-10,Tour Finals,Hard,SF,2,3,Federer d. Novak Djokovic [SRB],6-1 6-4,1.59,7.30%,1.80%,61.80%,76.50%,57.10%,0/1,01:21
21-Nov-10,Tour Finals,Hard,RR,2,7,Federer d. David Ferrer [ESP],6-1 6-4,1.31,8.30%,1.40%,61.10%,72.70%,46.40%,5/6,01:28
21-Nov-10,Tour Finals,Hard,RR,2,5,Federer d. Andy Murray [GBR],6-4 6-2,2.4,9.10%,0.00%,54.50%,87.50%,75.00%,0/0,01:17
21-Nov-10,Tour Finals,Hard,RR,2,4,Federer d. Robin Soderling [SWE],7-6(5) 6-3,1.23,16.20%,4.40%,63.20%,81.40%,56.00%,2/3,01:28
07-Nov-10,Paris Masters,Hard,SF,2,14,(12)Gael Monfils [FRA] d. (1)Federer,7-6(7) 6-7(1) 7-6(4),1.08,14.80%,0.80%,62.30%,85.50%,54.30%,3/4,02:41
07-Nov-10,Paris Masters,Hard,QF,2,12,(1)Federer d. (11)Jurgen Melzer [AUT],6-1 7-6(4),1.89,32.70%,3.60%,69.10%,92.10%,52.90%,0/0,01:10
07-Nov-10,Paris Masters,Hard,R16,2,41,(1)Federer d. Radek Stepanek [CZE],6-4 6-3,1.68,19.30%,0.00%,68.40%,76.90%,72.20%,2/2,01:19
07-Nov-10,Paris Masters,Hard,R32,2,28,(1)Federer d. Richard Gasquet [FRA],6-4 6-4,1.85,14.00%,0.00%,52.00%,88.50%,70.80%,0/0,01:09
01-Nov-10,Basel,Hard,F,2,3,(1)Federer d. (2)Novak Djokovic [SRB],6-4 3-6 6-1,1.14,7.10%,4.80%,58.30%,79.60%,54.30%,4/5,01:55
01-Nov-10,Basel,Hard,SF,2,9,(1)Federer d. (4)Andy Roddick [USA],6-2 6-4,1.5,24.50%,1.90%,58.50%,93.50%,40.90%,4/5,01:10
01-Nov-10,Basel,Hard,QF,2,38,(1)Federer d. (WC)Radek Stepanek [CZE],6-3 6-2,1.91,15.60%,2.20%,62.20%,85.70%,70.60%,0/0,01:00
01-Nov-10,Basel,Hard,R16,2,46,(1)Federer d. Janko Tipsarevic [SRB],6-3 6-4,2.69,17.00%,2.10%,53.20%,100.00%,68.20%,0/0,01:01
01-Nov-10,Basel,Hard,R32,2,48,(1)Federer d. Alexandr Dolgopolov [UKR],6-4 5-2 RET,3.77,24.30%,2.70%,54.10%,95.00%,82.40%,0/0,00:52
18-Oct-10,Stockholm,Hard,F,2,47,(1)Federer d. Florian Mayer [GER],6-4 6-3,1.52,7.40%,0.00%,61.10%,84.80%,52.40%,1/2,01:04
18-Oct-10,Stockholm,Hard,SF,2,17,(1)Federer d. (4)Ivan Ljubicic [CRO],7-6(5) 6-2,1.47,16.70%,0.00%,68.30%,80.50%,52.60%,1/2,01:18
18-Oct-10,Stockholm,Hard,QF,2,21,(1)Federer d. (5)Stan Wawrinka [SUI],2-6 6-3 6-2,1.16,7.10%,2.40%,65.50%,65.50%,58.60%,6/9,01:48
18-Oct-10,Stockholm,Hard,R16,2,101,(1)Federer d. Taylor Dent [USA],6-1 6-2,2.02,6.30%,2.10%,70.80%,85.30%,42.90%,2/2,00:51
10-Oct-10,Shanghai Masters,Hard,F,3,4,(4)Andy Murray [GBR] d. (3)Federer,6-3 6-2,0.63,4.30%,2.90%,69.60%,64.60%,23.80%,4/8,01:25
10-Oct-10,Shanghai Masters,Hard,SF,3,2,(3)Federer d. (2)Novak Djokovic [SRB],7-5 6-4,1.22,9.60%,4.10%,61.60%,75.60%,53.60%,4/5,01:42
10-Oct-10,Shanghai Masters,Hard,QF,3,5,(3)Federer d. (5)Robin Soderling [SWE],6-1 6-1,2.21,12.80%,5.10%,61.50%,75.00%,66.70%,0/0,00:54
10-Oct-10,Shanghai Masters,Hard,R16,3,58,(3)Federer d. Andreas Seppi [ITA],6-3 6-4,1.3,9.10%,1.50%,63.60%,76.20%,54.20%,4/5,01:14
10-Oct-10,Shanghai Masters,Hard,R32,3,20,(3)Federer d. John Isner [USA],6-3 6-4,1.65,9.40%,1.90%,60.40%,84.40%,66.70%,0/0,01:03
30-Aug-10,US Open,Hard,SF,2,3,(3)Novak Djokovic [SRB] d. (2)Federer,5-7 6-1 5-7 6-2 7-5,0.86,7.50%,3.10%,52.50%,73.80%,46.10%,1/12,03:44
30-Aug-10,US Open,Hard,QF,2,5,(2)Federer d. (5)Robin Soderling [SWE],6-4 6-4 7-5,1.39,19.80%,2.20%,63.70%,86.20%,45.50%,4/6,01:56
